kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
6,1,4,10,5,50,0,2,0,1,0,1,1,3,1,1,9,3,1,1,2,0,0,71,33,60,0,1,4,245,2,2,0,0,0,1,1,3,2,0,5,0,0,0,0,5,5,0,0,2,0,12,14,6,50,0,0,0,0,7,0.020134228187919462,0.008771929824561403,0.024242424242424242,0.02159827213822894,0,0.15384615384615385,0.01098901098901099,0.014705882352941176,0.01694915254237288,0.045454545454545456,0.012048192771084338,0.09090909090909091,0.09090909090909091,0,0.025974025974025976,0.07142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18296147882938385,Marlion Pickett,0,15761,8,Richmond,2020,9,0
8,3,2,10,4,40,1,2,0,3,0,0,0,2,1,1,7,2,2,3,1,0,1,81,55,88,0,0,5,82,3,0,1,0,0,1,1,3,3,3,4,0,0,0,1,8,6.2,2,0,3,1,29,10,10,70,0,0,0,0,23,0.025,0.028037383177570093,0.01098901098901099,0.0199203187250996,0.06666666666666667,0.2,0.03409090909090909,0,0,0.03167420814479638,0.007352941176470588,0.16666666666666666,0.16666666666666666,0.09090909090909091,0.025423728813559324,0.08823529411764706,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.042594898492097855,Todd Marshall,0,15700,3,Port Adelaide,2020,36,0
15,2,8,23,15,65,0,0,0,2,2,7,8,5,1,1,11,11,0,0,2,0,0,82,73,93,4,4,7,303,3,2,0,0,0,0,0,8,7,0,6,0,0,0,0,22,12.7,0,3,0,0,14,14,11,80,0,0,5,0,136,0.044642857142857144,0.012048192771084338,0.03669724770642202,0.04151624548736462,0,0,0.034482758620689655,0.0945945945945946,0.16666666666666666,0.06748466257668712,0.029333333333333333,0,0,0,0.037037037037037035,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606966257095337,Sebastian Ross,0,15841,16,St Kilda,2020,2,2
6,1,10,16,13,81,0,0,0,4,2,3,4,1,0,0,7,8,0,0,1,0,0,79,57,98,4,0,1,227,4,3,2,0,0,0,0,15,5,0,7,0,0,1,0,29,9.9,0,1,0,0,64,5,5,35,0,0,0,0,98,0.019933554817275746,0.007633587786259542,0.041666666666666664,0.029574861367837338,0,0,0.057971014492753624,0.037037037037037035,0.07692307692307693,0.03431372549019608,0.023952095808383235,0,0,0,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.11819147318601608,Trent Dumont,0,15850,17,North Melbourne,2020,11,0
4,2,9,13,13,100,1,0,20,0,0,1,3,3,2,2,7,6,1,1,2,0,0,88,58,78,1,2,5,53,1,3,0,0,2,4,0,5,4,1,3,3,54.1,1,0,7,9.4,37,1,1,1,33,12,13,90,0,0,0,0,136,0.012048192771084338,0.018018018018018018,0.03543307086614173,0.02218430034129693,0.045454545454545456,0,0,0.01098901098901099,0.04285714285714286,0.03286384976525822,0.017341040462427744,0.125,0.05263157894736842,0,0.009345794392523364,0.02631578947368421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.05629487708210945,Rhys Stanley,0,15781,10,Geelong,2020,8,0
7,1,7,14,11,79,0,0,0,4,0,1,2,3,3,1,7,7,0,0,0,0,0,91,54,80,1,1,1,140,2,4,2,0,0,0,0,11,5,0,5,0,0,0,0,16,6,0,0,1,0,45,7,6,43,0,0,0,0,115,0.020588235294117647,0.007751937984496124,0.03153153153153153,0.02491103202846975,0,0,0.05194805194805195,0.012345679012345678,0.0392156862745098,0.03225806451612903,0.0219435736677116,0,0,0,0.015503875968992248,0.030303030303030304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.007257940713316202,Touk Miller,0,15847,16,Gold Coast,2020,22,0
16,5,7,23,17,74,0,0,0,3,8,1,0,3,2,0,5,16,0,0,6,0,0,86,91,103,0,0,1,412,6,7,0,0,0,0,0,9,10,0,2,0,0,1,0,9,9.5,0,1,0,5,57,5,5,35,0,0,0,0,159,0.0449438202247191,0.03597122302158273,0.023026315789473683,0.03484848484848485,0,0,0.03409090909090909,0.012048192771084338,0,0.02032520325203252,0.03818615751789976,0,0,0,0.046511627906976744,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008072677999734879,Robbie Tarrant,0,15803,11,North Melbourne,2020,19,0
7,5,2,9,6,67,2,1,0,2,0,1,1,2,0,1,5,3,4,1,3,0,2,94,58,74,0,1,6,246,1,0,2,0,0,7,2,0,4,1,1,0,0,0,1,5,9.6,0,0,3,2,3,11,8,59,0,0,0,0,196,0.021875,0.045454545454545456,0.007272727272727273,0.015126050420168067,0.14285714285714285,0.06666666666666667,0.016129032258064516,0.011627906976744186,0.015873015873015872,0.02032520325203252,0.008902077151335312,0.2222222222222222,0.16666666666666666,0.18181818181818182,0.008849557522123894,0.08333333333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3522622287273407,Taylor Walker,0,15765,8,Adelaide,2020,37,0
8,0,7,15,7,47,0,0,0,6,0,4,4,4,1,2,9,7,0,0,3,0,1,76,57,78,3,1,1,281,7,1,1,0,0,1,1,3,4,1,6,0,0,0,0,15,11.3,0,0,0,1,12,7,7,49,0,0,0,0,114,0.02346041055718475,0,0.025362318840579712,0.024311183144246355,0,0,0.06666666666666667,0.056338028169014086,0.05405405405405406,0.03488372093023256,0.019390581717451522,0,0,0.08333333333333333,0.056,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.08555592596530914,Jamie Elliott,0,15777,9,Collingwood,2020,37,0
8,3,6,14,6,43,2,1,0,2,0,4,4,3,1,1,7,7,0,0,0,0,0,80,64,73,3,1,5,320,4,2,0,0,0,1,0,9,2,2,4,0,0,0,0,18,9.8,0,0,4,0,63,10,3,28,0,0,0,0,146,0.025157232704402517,0.023809523809523808,0.029411764705882353,0.02681992337164751,0.125,0.08333333333333333,0.02531645569620253,0.06153846153846154,0.06779661016949153,0.0330188679245283,0.022653721682847898,0,0,0,0.041666666666666664,0.12121212121212122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.22240613400936127,Devon Smith,0,15772,9,Essendon,2020,10,0
11,6,6,17,11,65,0,0,0,0,4,0,0,2,1,1,6,12,0,1,2,0,0,85,61,85,0,0,4,306,3,9,0,0,1,0,0,1,6,1,5,0,0,3,0,2,8.1,0,3,1,2,32,14,13,92,0,0,0,0,49,0.03323262839879154,0.058823529411764705,0.02857142857142857,0.031423290203327174,0,0,0,0,0,0.024193548387096774,0.042704626334519574,0,0.09090909090909091,0,0.023809523809523808,0.02702702702702703,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.02822662889957428,Jack Bowes,0,15754,7,Gold Coast,2020,18,0
14,9,9,23,18,78,0,0,0,2,4,3,1,3,0,0,6,16,0,0,1,0,0,84,95,109,1,0,1,334,3,3,0,2,2,0,0,3,11,1,6,0,0,1,0,9,8.1,0,1,0,1,43,6,7,48,0,0,0,0,159,0.04516129032258064,0.060810810810810814,0.03614457831325301,0.04114490161001789,0,0,0.0273972602739726,0.0379746835443038,0.02127659574468085,0.02926829268292683,0.045714285714285714,0,0,0,0.02857142857142857,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06915262341499329,Ricky Henderson,0,15757,7,Hawthorn,2020,10,0
13,7,12,25,21,84,0,0,0,0,2,2,3,3,3,1,10,16,1,0,2,0,0,82,84,94,0,3,6,170,3,7,0,0,0,0,0,5,10,0,6,0,0,1,1,7,13.3,0,4,0,0,75,8,17,110,1,1,5,0,88,0.037037037037037035,0.051094890510948905,0.04838709677419355,0.041736227045075125,0,0,0,0.024691358024691357,0.04411764705882353,0.04081632653061224,0.04597701149425287,0.05263157894736842,0,0,0.02631578947368421,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5406330823898315,Darcy Byrne-Jones,0,15653,2,Port Adelaide,2020,3,1
13,1,11,24,11,46,0,0,0,8,2,2,4,4,1,0,12,12,0,0,1,0,0,83,97,105,3,1,3,300,7,5,1,0,0,0,0,11,4,2,8,0,0,1,0,31,7.4,0,0,1,0,44,10,6,46,0,0,0,0,50,0.035422343324250684,0.008771929824561403,0.05045871559633028,0.041025641025641026,0,0,0.0975609756097561,0.02247191011235955,0.06349206349206349,0.0502092050209205,0.03614457831325301,0,0,0,0.056,0.023255813953488372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1843535602092743,Tim Kelly,0,15652,2,West Coast,2020,9,0
10,4,4,14,11,79,0,0,0,1,0,7,2,1,1,1,3,10,0,0,0,0,1,74,52,61,1,1,4,234,3,1,1,0,0,0,0,5,7,0,3,0,0,0,1,15,5.8,0,0,0,0,26,11,4,35,0,0,0,0,48,0.028089887640449437,0.02631578947368421,0.017857142857142856,0.02413793103448276,0,0,0.012658227848101266,0.08860759493670886,0.044444444444444446,0.013574660633484163,0.02865329512893983,0,0,0.125,0.022727272727272728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06237730756402016,Darcy MacPherson,0,15776,9,Gold Coast,2020,12,0
11,6,11,22,16,73,0,0,0,5,0,3,2,3,0,1,8,14,0,0,1,1,1,83,90,104,2,0,6,274,2,2,0,0,0,0,0,8,7,0,5,0,0,0,0,20,8.1,0,1,1,0,32,11,8,59,1,1,3,0,138,0.031073446327683617,0.03870967741935484,0.040293040293040296,0.03508771929824561,0,0,0.06578947368421052,0.04,0.0425531914893617,0.038461538461538464,0.034482758620689655,0,0,0.16666666666666666,0.015625,0.03571428571428571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6610293984413147,Taylor Adams,0,15743,6,Collingwood,2020,6,0
11,6,7,18,11,61,0,0,0,2,1,0,0,2,2,1,4,12,0,0,6,1,0,100,72,95,0,0,1,197,3,8,0,1,3,0,0,4,6,0,3,0,0,1,0,4,5.1,0,0,0,6,41,12,13,90,0,1,1,0,160,0.03741496598639456,0.05128205128205128,0.028688524590163935,0.03345724907063197,0,0,0.02702702702702703,0,0,0.02040816326530612,0.03529411764705882,0,0,0,0.027522935779816515,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12902064621448517,Dylan Grimes,0,15769,9,Richmond,2020,9,0
5,1,6,11,9,82,0,0,0,2,0,3,2,0,0,0,8,4,0,0,1,0,1,85,38,76,0,2,2,157,2,4,0,0,0,0,0,6,4,0,7,0,0,0,0,12,12.6,0,1,0,0,30,8,11,74,0,0,0,0,22,0.016722408026755852,0.008849557522123894,0.02586206896551724,0.02071563088512241,0,0,0.02531645569620253,0.04054054054054054,0.03076923076923077,0.043243243243243246,0.011527377521613832,0,0,0.1,0.02666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.12239235639572144,Roarke Smith,0,15864,18,Western Bulldogs,2020,33,0
7,2,5,12,8,67,0,0,0,6,2,2,1,2,2,1,4,8,0,0,0,0,0,90,60,67,0,1,1,105,1,2,1,0,0,0,0,12,4,0,1,0,0,0,0,24,1.5,0,0,0,0,2,10,9,64,0,0,0,0,238,0.021671826625386997,0.015748031496062992,0.021834061135371178,0.021739130434782608,0,0,0.06060606060606061,0.024691358024691357,0.015151515151515152,0.017167381974248927,0.026755852842809364,0,0,0,0.010101010101010102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.008554035797715187,Steele Sidebottom,0,15702,4,Collingwood,2020,32,0
12,2,6,18,12,67,1,0,0,2,4,2,0,1,0,0,5,10,0,0,1,2,0,91,68,101,0,0,2,356,4,3,1,0,0,0,0,9,10,1,5,0,0,0,0,11,8.5,0,2,1,1,17,8,12,80,0,0,0,0,94,0.03785488958990536,0.015873015873015872,0.02912621359223301,0.03441682600382409,0.05555555555555555,0,0.022727272727272728,0.02564102564102564,0,0.02358490566037736,0.03333333333333333,0,0,0,0.035398230088495575,0.029411764705882353,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14998196065425873,Christian Salem,0,15746,6,Melbourne,2020,12,0
10,1,12,22,15,68,0,0,0,1,3,4,2,3,1,2,10,12,0,0,3,0,0,86,56,100,0,2,2,354,6,8,0,0,0,0,0,7,5,0,9,0,0,0,0,11,13.7,0,0,1,1,41,7,7,49,1,1,3,0,100,0.034013605442176874,0.008547008547008548,0.04918032786885246,0.040892193308550186,0,0,0.013513513513513514,0.05263157894736842,0.043478260869565216,0.05102040816326531,0.03529411764705882,0,0,0,0.05504587155963303,0.03571428571428571,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04914920777082443,Caleb Daniel,0,15769,9,Western Bulldogs,2020,15,0
10,3,11,21,15,71,0,0,0,10,1,3,1,3,1,0,9,14,0,0,0,0,0,88,102,103,0,1,4,184,6,5,2,0,0,0,0,9,4,0,8,0,0,0,0,28,10.4,0,0,1,0,51,11,12,83,0,0,2,0,196,0.03278688524590164,0.02654867256637168,0.03914590747330961,0.03583617747440273,0,0,0.10416666666666667,0.041666666666666664,0.017857142857142856,0.0391304347826087,0.040229885057471264,0,0,0,0.04838709677419355,0.030303030303030304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2454470992088318,Tom Rockliff,2,15770,9,Port Adelaide,2020,8,0
6,5,7,13,11,85,2,1,0,5,1,1,1,2,0,2,11,3,3,3,0,0,2,76,74,116,0,1,9,80,1,3,1,0,0,6,3,8,4,3,8,0,0,0,0,15,15.8,0,3,3,0,52,7,16,103,0,0,8,0,103,0.0169971671388102,0.04424778761061947,0.033816425120772944,0.023214285714285715,0.09523809523809523,0.09090909090909091,0.058823529411764705,0.011494252873563218,0.016666666666666666,0.04932735426008968,0.009375,0.25,0.2,0.1111111111111111,0.008695652173913044,0.08333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5574803352355957,Jack Martin,0,15750,6,Carlton,2020,1,3
12,2,13,25,19,76,0,0,0,4,1,5,7,1,0,0,12,14,0,0,1,0,1,78,84,125,3,4,6,425,1,1,0,0,0,0,0,8,8,1,6,0,0,0,0,18,18.6,0,2,1,0,47,16,10,76,1,1,10,0,265,0.0316622691292876,0.013888888888888888,0.052,0.0397456279809221,0,0,0.041666666666666664,0.05555555555555555,0.125,0.05084745762711865,0.037037037037037035,0,0,0.09090909090909091,0.008547008547008548,0.02702702702702703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.90169358253479,Travis Boak,3,15620,1,Port Adelaide,2020,1,3
9,4,15,24,16,67,0,0,0,3,1,4,3,5,2,1,10,16,0,0,1,1,1,74,80,89,0,3,3,167,3,2,0,0,0,0,0,12,7,1,3,0,0,0,0,20,2.4,0,2,0,1,66,6,17,108,1,1,0,0,176,0.0297029702970297,0.027777777777777776,0.06696428571428571,0.04554079696394687,0,0,0.03529411764705882,0.06060606060606061,0.0625,0.04807692307692308,0.050793650793650794,0,0,0.06666666666666667,0.041666666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.47610628604888916,Cameron Guthrie,1,15842,16,Geelong,2020,5,0
9,6,6,15,11,73,2,1,0,2,0,2,0,0,0,0,4,10,1,1,1,0,1,79,78,103,0,0,7,266,3,0,2,0,0,1,1,1,7,2,3,0,0,0,2,4,10.4,0,0,4,1,13,12,5,42,0,0,0,0,86,0.02857142857142857,0.056074766355140186,0.0234375,0.02626970227670753,0.18181818181818182,0.06666666666666667,0.015037593984962405,0.028169014084507043,0,0.014492753623188406,0.033112582781456956,0.037037037037037035,0.08333333333333333,0.09090909090909091,0.025210084033613446,0.11428571428571428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.14001715183258057,Sam Lloyd,0,15778,10,Western Bulldogs,2020,11,0
13,6,12,25,19,76,1,0,0,3,2,5,4,7,0,3,11,14,0,1,1,0,1,86,90,107,0,4,7,341,3,4,1,1,1,0,0,8,8,0,10,0,0,0,0,16,13.8,0,3,1,0,38,7,14,91,0,0,2,0,70,0.04,0.047619047619047616,0.04477611940298507,0.04215851602023609,0.05263157894736842,0,0.03125,0.06493506493506493,0.06896551724137931,0.05045871559633028,0.03753351206434316,0,0.07142857142857142,0.06666666666666667,0.031914893617021274,0.02702702702702703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5383065938949585,Tim Taranto,0,15830,14,Greater Western Sydney,2020,5,0
9,3,7,16,10,63,1,0,1,5,0,4,3,5,1,2,6,10,0,0,3,0,1,94,72,97,2,1,3,297,4,0,2,1,1,0,0,5,5,0,5,1,100,0,1,16,10.3,1,0,1,3,24,9,8,57,1,1,1,1,130,0.027522935779816515,0.018404907975460124,0.036458333333333336,0.030828516377649325,0.09090909090909091,0,0.06097560975609756,0.057971014492753624,0.075,0.03278688524590164,0.030120481927710843,0,0,0.14285714285714285,0.046511627906976744,0.034482758620689655,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48928144574165344,Marcus Bontempelli,0,15659,3,Western Bulldogs,2020,9,0
12,5,5,17,15,88,0,0,0,2,4,3,1,3,0,2,3,12,1,0,0,2,1,73,63,94,0,1,3,384,3,5,0,0,0,0,0,1,10,0,1,0,0,2,0,4,5.1,0,1,0,0,53,10,12,82,0,0,0,0,163,0.0392156862745098,0.03937007874015748,0.023696682464454975,0.03288201160541586,0,0,0.01904761904761905,0.039473684210526314,0.01639344262295082,0.014705882352941176,0.03934426229508197,0.07142857142857142,0,0.1111111111111111,0.02912621359223301,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.05888771265745163,Pearce Hanley,0,15664,3,Gold Coast,2020,31,0
15,1,2,17,12,71,1,0,0,0,6,1,0,3,0,1,5,8,0,0,3,0,0,84,55,88,0,0,3,539,5,4,0,0,0,0,0,0,10,0,4,0,0,0,0,1,12.3,0,1,1,1,22,5,5,35,0,0,0,0,193,0.043731778425655975,0.009433962264150943,0.008620689655172414,0.029565217391304348,0.08333333333333333,0,0,0.013888888888888888,0,0.02066115702479339,0.025559105431309903,0,0,0,0.045454545454545456,0.037037037037037035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09452567249536514,Zach Tuohy,0,15751,7,Geelong,2020,13,0
