Feature,Gain,Cover,Frequency,na_prop,zero_prop
metres_gained,0.005770762984104924,0.026090494593512568,0.022513209280955664,0,0.0025810795645830995
pressure_acts,0.005205973581414616,0.024232017295678216,0.020445669653112796,0,0.003366625519021434
uncontested_possessions,0.004447146418245067,0.009737905826210758,0.012634964392373075,0,0.006733251038042868
time_on_ground_percentage,0.0043811723786696235,0.006949042997997545,0.016540317022742935,0,0
kicks,0.004040211233265453,0.008732355449266111,0.06041810245807489,0,0.00662103018740882
disposals,0.003944612357220715,0.010255237587081386,0.01562141052147944,0,0.0019077544607788127
marks_inside_fifty_prop,0.003943998346326662,0.02099657647061522,0.00895933838731909,0,0.7001458871058243
contest_def_one_on_ones,0.0037620597814407766,0.0035664484592353336,0.0034458993797381117,0,0.6701829199865335
handballs,0.003721060887813255,0.007156363877609751,0.02182402940500804,0,0.019301986309056222
marks,0.0034699608676260077,0.0026161248357533416,0.02504020215943028,0,0.04522500280552127
def_half_pressure_acts,0.003433794766342806,0.011409706110743227,0.010567424764530209,0,0.04713275726630008
behinds_prop,0.0033342543310068413,0.017394839351020364,0.010567424764530209,0,0.7246100325440467
effective_kicks,0.0030790656133854754,0.01248089339595659,0.011256604640477832,0,0.020760857367298845
one_percenters,0.0027884169714849044,0.005735289524931703,0.009648518263266712,0,0.24127482886320278
clangers,0.0027861720922639985,0.008077927242898731,0.009418791637950839,0,0.11143530467960946
intercepts,0.00277251832862635,0.010887610380724064,0.009648518263266712,0,0.1485804062394793
ground_ball_gets,0.0027237577677860173,0.011464050647696894,0.010337698139214336,0,0.05162159129166199
team_behinds,0.0027148552053476212,0.006615565157600039,0.01401332414426832,0,0
effective_disposals,0.0026462058522094046,0.01557641468269407,0.011945784516425454,0,0.004152171473459768
team_goals,0.0026367259731670495,0.004525064917901814,0.009648518263266712,0,0
intercept_marks,0.002609908054546604,0.023222055836188627,0.007351252010107972,0,0.6087981146897093
contested_possessions,0.002394373999044193,0.004487658937920718,0.009878244888582587,0,0.016720906744473123
tackles,0.002254071474138067,0.006789538253172495,0.011026878015161957,0,0.1406127258444619
rebounds,0.0022470583308503603,0.004105835632830664,0.00781070526073972,0,0.37223656155313656
goal_assists_prop,0.002189006207660151,0.013273300264329711,0.009189065012634964,0,0.7166423521490293
contested_marks_prop,0.002121469942449909,0.01811472802235466,0.00781070526073972,0,0.6695095948827292
player_position_final_C,0.002059834606235876,0.004285807800664239,0.002297266253158741,0,0.8276287734261025
score_involvements,0.0019645880036555097,0.008118509202312184,0.009189065012634964,0,0.05644708786892605
match_outcome_Win,0.0019533961675154707,0.005373051426341186,0.002526992878474615,0,0.5083604533722366
contest_off_one_on_ones,0.0017242547520827467,0.002526138751836554,0.0032161727544222376,0,0.6680507238244866
bounces,0.0017044747930788939,0.022569921392744618,0.00895933838731909,0,0.8487262933453036
free_kicks_against,0.0015304853349785597,0.002268178644608431,0.00390535263036986,0,0.4513522612501403
shots_at_goal,0.001516851053496464,0.0045356515160096715,0.004594532506317482,0,0.49803613511390415
clearances,0.001470350157643077,0.007339159138272087,0.007580978635423846,0,0.45931994164515766
stoppage_clearances,0.0014539547106351646,0.002297115346103241,0.004594532506317482,0,0.5147570418583773
score_launches,0.0013848984503550227,0.010186777585983908,0.006662072134160349,0,0.429581416227135
inside_fifties,0.0013747118480837634,0.001740260285629946,0.007121525384792098,0,0.17966558186511053
spoils,0.0013480493419666794,0.0017886057503224942,0.006202618883528601,0,0.4399057344854674
tackles_inside_fifty,0.0012671612704556459,0.004528770227239564,0.00505398575694923,0,0.7032880709235776
aa_team,0.0011818773229987356,0.004500539298951944,0.002526992878474615,0,0.9471439793513635
f50_ground_ball_gets,0.001173599786578912,0.004287572233682215,0.005972892258212727,0,0.5994837840870834
free_kicks_for,0.0011551153390563622,0.00828718899883071,0.006891798759476223,0,0.4472000897766805
centre_clearances,0.0010432621883939535,0.00621927350176258,0.004364805881001608,0,0.7306699584782853
player_position_final_HB,9.719787470570164e-4,7.442378469823696e-4,0.0011486331265793705,0,0.8359331163730221
behinds,7.922654652648094e-4,0.004659338270569804,0.004364805881001608,0,0.7246100325440467
aa_squad,7.825654377184939e-4,0.001780312915138006,0.002067539627842867,0,0.9047244978116934
player_position_final_HF,6.98934030758834e-4,4.8080799739852e-4,0.001837813002526993,0,0.8288632027830771
contested_marks,5.261810031169053e-4,0.004838781108497986,0.002526992878474615,0,0.6695095948827292
player_position_final_RK,4.2463310951511404e-4,0.001514236416027192,0.0013783597518952446,0,0.9526428010324318
marks_on_lead,4.240170238808107e-4,0.005116149978923848,0.004364805881001608,0,0.7610818090001122
contest_off_wins,3.526169664186505e-4,0.008381939051896034,0.002526992878474615,0,0.8540006733251038
player_position_final_W,2.9947834960361504e-4,2.2584742630095617e-4,0.0016080863772111188,0,0.8827292110874201
player_position_final_F,2.946237985679699e-4,0.0017623156983546486,0.0016080863772111188,0,0.8324542700033666
goal_assists,2.847979449669617e-4,0.0015234114677206683,0.001837813002526993,0,0.7166423521490293
marks_inside_fifty,2.6410741765333983e-4,0.003937861609519328,0.0029864461291063634,0,0.7001458871058243
captain,1.0208841085253891e-4,0.004422374916255598,9.189065012634965e-4,0,0.9627426775894962
contest_def_losses,4.715110542005068e-5,1.8702989990547932e-5,4.5945325063174823e-4,0,0.8480529682414992
