effective_disposals,disposal_efficiency_percentage,clangers,free_kicks_for,free_kicks_against,one_percenters,bounces,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,intercepts,tackles_inside_fifty,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,intercept_marks,marks_on_lead,pressure_acts,rating_points,score_launches,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
12,86,1,1,0,6,0,83,46,68,1,0,4,260,7,0,6,8,0,6,1,0,10,10.6,2,5,111,18,21,144,0,0,0,0,129,0,1,0,0,0,0,0,0,0,-0.006935994140803814,Hayden Crozier,0,15960,10,Western Bulldogs,2021,34,0
9,82,2,0,1,1,0,81,42,53,0,0,0,147,6,0,4,5,1,4,0,0,12,7.9,0,0,0,10,14,94,0,0,0,0,122,0,0,0,0,1,0,0,0,0,0.01632535830140114,Adam Kennedy,0,16017,13,Greater Western Sydney,2021,27,0
14,74,3,1,0,3,0,89,101,104,2,0,8,156,2,1,3,5,2,6,0,2,11,7.2,1,2,18,12,13,90,0,0,5,1,236,0,1,0,1,0,0,0,0,0,1.495164155960083,Ben McEvoy,0,16031,15,Hawthorn,2021,4,0
13,87,0,3,0,14,0,100,77,107,0,0,3,178,6,0,7,10,0,2,1,0,12,15.8,1,13,16,9,13,87,0,0,0,0,194,0,1,0,0,0,0,0,0,0,0.10269671678543091,Jordan Roughead,0,16050,17,Collingwood,2021,17,0
11,79,2,1,0,4,0,86,54,57,0,1,3,313,2,0,4,8,0,1,0,0,4,5.2,0,3,20,16,12,88,0,0,0,0,75,0,1,0,0,0,0,0,0,0,0.001968169352039695,Dougal Howard,0,15982,11,St Kilda,2021,34,0
21,84,4,1,0,5,2,80,92,101,0,1,5,343,7,0,10,9,0,3,1,0,14,9.8,3,3,38,12,8,60,0,0,0,0,15,1,0,0,0,1,0,0,0,0,-0.010679256170988083,Changkuoth Jiath,0,15944,8,Hawthorn,2021,33,0
4,80,1,0,0,0,0,68,20,21,0,1,2,63,0,0,2,2,1,2,0,1,6,4.7,0,0,14,9,11,75,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0.005651903338730335,Josh Honey,0,16102,23,Carlton,2021,27,0
13,68,3,1,2,0,0,77,79,81,1,1,5,339,5,2,9,7,3,9,0,1,16,9.2,2,0,51,12,6,48,0,0,0,0,32,1,0,1,0,0,0,0,0,0,0.029314270243048668,Tarryn Thomas,0,15925,6,North Melbourne,2021,20,0
6,55,4,0,1,1,2,77,56,53,0,1,3,160,1,0,4,3,0,2,0,2,19,3.4,0,0,28,9,13,87,0,0,0,0,25,0,1,0,0,0,1,0,0,0,0.0027543839532881975,Kysaiah Pickett,0,15979,11,Melbourne,2021,27,0
8,73,0,1,0,2,0,88,92,81,0,0,2,125,3,4,9,3,1,3,0,0,27,8.3,1,1,1,5,10,65,0,0,0,0,70,0,1,0,0,0,1,0,0,0,0.20271624624729156,Nick Holman,0,16048,17,Gold Coast,2021,10,0
17,71,4,2,1,0,2,80,74,89,5,5,3,474,2,0,4,10,0,10,1,0,16,12.6,1,0,18,6,11,72,0,1,0,0,98,1,0,1,0,0,0,0,0,0,0.11628308892250061,Jacob Hopper,0,16031,15,Greater Western Sydney,2021,14,0
10,67,4,1,2,2,0,97,71,82,0,0,5,225,2,1,1,6,2,5,1,1,7,10.4,1,2,16,5,11,71,0,0,0,0,187,1,0,0,1,0,0,0,0,0,0.004933602176606655,Tom J. Lynch,0,16050,17,Richmond,2021,25,0
6,75,1,1,1,2,0,92,55,68,0,0,6,172,1,1,1,5,0,1,0,1,6,12.6,0,0,16,5,11,71,0,0,0,0,270,1,0,0,1,0,0,0,0,0,0.06484093517065048,Josh J. Kennedy,0,15984,11,West Coast,2021,15,0
17,90,1,4,0,3,0,80,83,111,0,1,2,282,5,0,16,10,0,3,0,0,18,11.5,0,1,38,9,8,57,0,0,0,0,110,1,0,0,0,1,0,0,0,0,-0.03335049748420715,Daniel Rioli,0,16068,19,Richmond,2021,40,0
19,73,3,1,0,4,0,92,82,81,0,0,5,314,7,0,8,9,0,4,0,0,8,6.3,1,4,1,10,8,58,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0.04218687489628792,Isaac Quaynor,0,15977,10,Collingwood,2021,25,0
12,71,3,1,1,1,1,90,77,80,1,0,7,254,1,0,3,6,1,3,0,0,14,10.6,1,0,50,14,15,104,0,0,0,0,90,0,1,0,0,0,0,0,0,1,0.0394170843064785,Ed Langdon,0,15918,5,Melbourne,2021,19,0
20,95,0,1,0,8,0,100,93,126,0,0,3,332,10,0,6,15,0,3,3,0,7,14,2,4,40,8,9,62,0,0,4,0,78,0,1,0,0,0,0,0,0,0,0.8384596705436707,Dougal Howard,0,16026,15,St Kilda,2021,5,0
8,73,1,0,0,0,2,77,46,45,0,0,5,283,0,0,4,5,0,0,0,0,13,5.4,0,0,18,12,13,90,0,0,0,0,2,0,1,0,0,1,0,0,0,0,-0.002640879712998867,Lachlan Bramble,0,16031,15,Hawthorn,2021,30,0
19,79,2,1,1,0,1,83,90,81,0,1,3,210,7,0,6,6,0,9,1,0,13,7.5,1,0,59,7,11,73,0,0,0,0,89,1,0,0,0,0,0,0,0,1,-0.004834456369280815,Blake Acres,0,15937,7,Fremantle,2021,33,0
5,63,2,0,0,0,0,38,26,14,0,0,2,124,0,0,2,2,0,0,0,0,4,1.3,0,0,49,14,5,44,0,0,0,0,111,1,0,0,0,1,0,0,0,0,0.011274478398263454,Sam Mayes,0,15933,7,Port Adelaide,2021,27,0
4,67,0,0,0,3,0,72,64,69,1,0,4,95,2,0,8,1,1,2,0,0,12,10.3,2,0,7,8,10,68,0,0,0,0,49,0,1,0,0,0,0,0,1,0,0.008623765781521797,Andrew Phillips,0,15953,9,Essendon,2021,27,0
4,67,4,0,2,2,0,65,16,22,0,0,2,54,0,0,3,1,2,3,0,0,16,0.9,0,2,19,13,10,73,0,0,0,0,16,0,1,0,0,0,0,0,0,1,0.011335555464029312,Laitham Vandermeer,0,15904,4,Western Bulldogs,2021,25,0
9,90,2,0,1,7,0,85,36,47,0,0,2,120,2,0,4,3,0,1,2,0,4,3.5,0,6,2,17,9,71,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0.03897830471396446,Connor Idun,0,15914,5,Greater Western Sydney,2021,19,0
11,65,4,1,0,1,0,74,73,67,1,3,5,329,1,2,10,6,1,5,0,0,34,9.3,2,0,11,14,9,68,0,0,0,0,141,0,1,1,0,0,0,0,0,0,-0.08189725130796432,Jack Viney,0,16030,15,Melbourne,2021,42,0
4,50,2,2,1,2,0,97,41,46,0,0,7,185,0,0,2,2,0,2,0,0,10,3,1,2,2,11,11,77,0,0,0,0,179,1,0,0,1,0,0,0,0,0,0.022856874391436577,Tom J. Lynch,0,15903,4,Richmond,2021,25,0
11,52,5,0,2,2,0,74,78,90,0,2,4,281,4,1,12,4,3,10,1,0,20,13.8,2,0,34,9,8,57,0,0,0,1,164,1,0,1,0,0,0,0,0,0,0.0037463984917849302,David Swallow,0,15958,10,Gold Coast,2021,28,0
15,83,3,2,2,4,1,79,90,136,0,0,10,218,1,2,0,9,1,6,0,0,9,17.1,0,3,26,16,13,94,0,0,8,0,179,0,1,0,0,0,1,0,0,0,1.6820858716964722,Tom McDonald,0,15954,9,Melbourne,2021,2,2
2,100,0,0,0,0,1,15,12,24,0,0,2,73,0,0,0,2,0,2,0,0,1,7.5,0,0,8,10,14,94,0,0,0,0,67,0,1,0,1,0,0,0,0,0,0.0033523051533848047,Liam Ryan,0,16064,19,West Coast,2021,29,0
11,79,2,2,0,5,0,86,59,63,0,0,3,141,4,0,3,7,0,3,0,0,8,7.7,1,5,14,13,13,91,0,0,0,0,50,0,1,0,0,0,0,0,0,0,-0.00526359211653471,Lewis Melican,0,16093,22,Sydney,2021,29,0
4,80,3,0,3,0,0,77,25,28,0,1,2,25,0,0,11,1,2,3,0,0,17,7.3,0,0,2,6,13,84,0,0,0,0,76,1,0,0,0,0,1,0,0,0,7.624495774507523e-4,Will Hayward,0,15961,10,Sydney,2021,25,0
7,50,3,0,1,2,0,67,68,67,2,0,2,99,1,0,1,4,0,4,1,0,6,5.9,0,1,39,7,10,67,0,0,0,0,8,1,0,0,1,0,0,0,0,0,0.02191965840756893,Callum Coleman-Jones,0,16088,22,Richmond,2021,20,0
18,78,4,2,2,5,0,89,99,100,1,3,6,453,4,0,17,13,0,4,1,0,28,16.4,2,3,9,13,8,61,0,0,0,0,168,1,0,0,0,1,0,0,0,0,0.009660998359322548,Jack Crisp,0,16041,16,Collingwood,2021,25,0
7,54,3,0,0,6,0,74,55,60,0,0,3,253,6,0,2,4,0,5,0,0,4,5.6,2,5,23,14,9,68,0,0,0,0,4,0,1,0,0,0,0,0,0,0,-0.009706404991447926,James Madden,0,16022,14,Brisbane Lions,2021,37,0
21,66,4,0,1,4,0,82,101,98,4,3,3,361,1,0,14,5,0,9,0,1,21,9.3,1,1,28,6,15,96,1,1,8,0,163,0,1,1,0,0,0,0,0,0,2.159313440322876,Ollie Wines,0,15915,5,Port Adelaide,2021,1,3
12,63,1,1,0,0,0,82,103,110,0,1,6,391,2,1,3,8,0,3,0,3,8,12,0,0,20,16,12,88,0,0,0,0,137,0,1,0,0,0,0,0,0,1,0.1709907501935959,Jack Billings,0,15982,11,St Kilda,2021,13,0
17,68,6,1,2,2,0,82,88,71,0,4,4,345,3,0,6,8,2,5,1,0,17,10.2,2,1,2,13,11,79,0,1,2,0,82,0,1,0,0,0,0,0,0,1,0.13351109623908997,Karl Amon,0,15903,4,Port Adelaide,2021,17,0
29,78,2,2,1,0,0,86,133,148,2,2,5,277,4,1,12,10,0,11,0,0,21,18.8,1,0,87,13,6,49,1,1,1,0,138,1,0,1,0,0,0,0,0,0,0.5551968216896057,Touk Miller,0,16099,23,Gold Coast,2021,8,0
20,91,1,1,1,5,0,100,81,126,0,0,4,388,12,0,8,10,0,6,7,0,10,20.7,4,5,4,9,12,81,1,1,3,0,114,0,1,0,0,1,0,0,0,0,0.4911467432975769,Jake Lever,0,16101,23,Melbourne,2021,8,0
9,64,4,5,1,2,0,83,65,71,1,0,5,330,4,0,5,6,1,3,0,1,17,12.1,3,1,3,12,15,102,0,0,0,0,182,0,1,0,0,0,1,0,0,0,0.0621316134929657,Chad Wingard,0,15926,6,Hawthorn,2021,18,0
19,83,2,2,0,0,0,78,99,98,2,2,5,447,2,0,8,14,2,6,0,1,20,19.5,2,0,2,14,12,86,0,0,1,0,173,0,1,0,1,0,0,0,0,0,0.4762897193431854,Michael Walters,0,15961,10,Fremantle,2021,8,0
17,71,4,2,1,0,0,83,100,94,0,1,9,423,1,0,4,10,3,5,0,0,6,6.6,1,0,32,11,14,95,0,0,0,0,141,0,1,0,0,0,0,0,0,1,0.2817472815513611,Jack Billings,0,16047,17,St Kilda,2021,8,0
25,100,0,1,0,1,1,84,95,117,0,0,4,704,5,0,5,23,0,3,2,0,7,12.3,4,1,7,9,14,93,0,0,0,0,288,1,0,0,0,1,0,0,0,0,0.8796371817588806,Shannon Hurn,0,15891,2,West Coast,2021,6,0
9,47,8,0,2,4,0,76,60,56,1,3,1,274,4,2,9,2,0,9,0,0,16,6.8,0,0,55,7,6,43,0,0,0,0,169,1,0,1,0,0,0,0,0,0,0.0011416373308748007,Elliot Yeo,0,16032,15,West Coast,2021,34,0
7,64,3,1,1,2,1,82,44,34,0,0,1,312,1,0,5,5,0,0,1,0,7,0.9,1,1,19,6,13,84,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0.0018068714998662472,James Peatling,0,16079,21,Greater Western Sydney,2021,34,0
8,73,3,0,1,3,0,80,44,45,0,0,2,93,4,0,4,5,0,2,3,0,6,3.5,2,3,44,20,13,98,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0.059155989438295364,Billy Frampton,0,16105,23,Adelaide,2021,17,0
14,82,4,1,3,2,0,80,61,71,0,0,11,252,1,0,1,6,3,5,0,0,11,11.1,0,2,69,14,19,128,0,0,0,0,117,0,1,0,1,0,0,0,0,0,0.19439254701137543,Tim Membrey,0,15932,7,St Kilda,2021,14,0
15,79,2,1,0,0,2,87,83,69,1,2,4,447,2,2,5,6,0,3,0,0,14,10.1,1,0,29,9,14,93,0,0,0,0,158,0,1,0,0,0,0,0,0,1,0.04965002089738846,Sebastian Ross,0,16083,21,St Kilda,2021,18,0
8,80,2,0,0,2,0,74,48,64,0,0,4,131,1,1,1,4,1,3,0,2,16,10.4,1,1,85,9,8,57,0,0,0,0,9,1,0,0,1,0,0,0,0,0,-0.00634426437318325,Oliver Henry,0,16092,22,Collingwood,2021,27,0
16,89,1,2,0,0,0,78,81,97,0,2,2,-17,2,4,3,3,3,9,0,0,20,10.1,0,0,14,7,13,85,0,0,0,0,213,0,1,0,0,0,1,0,0,0,0.002249002456665039,Luke Dahlhaus,0,16090,22,Geelong,2021,30,0
12,71,4,2,3,0,0,73,59,76,1,3,6,220,1,2,8,3,2,7,0,1,20,7.3,3,0,64,10,18,118,0,0,0,0,59,0,1,0,1,0,0,0,0,0,-0.0033336286433041096,Rhys Mathieson,0,16086,21,Brisbane Lions,2021,34,0
8,80,2,1,0,7,0,92,32,58,0,0,2,242,5,0,4,3,0,4,1,0,7,14.9,0,6,62,12,16,108,0,0,0,0,58,0,1,0,0,0,0,0,0,0,0.027223777025938034,Alex Pearce,0,16045,17,Fremantle,2021,19,0
7,47,3,0,1,2,1,72,72,68,0,1,6,283,2,2,11,3,3,4,0,0,26,6.2,1,1,22,13,14,97,0,0,0,0,92,0,1,0,1,0,0,0,0,0,-0.07935786992311478,Alex Neal-Bullen,0,15997,12,Melbourne,2021,45,0
16,73,4,0,2,1,0,90,84,73,0,2,5,384,2,0,1,8,1,3,0,0,12,4.3,1,0,26,14,5,44,0,0,0,0,198,1,0,0,0,0,1,0,0,0,0.021545810624957085,Ed Curnow,0,16046,17,Carlton,2021,22,0
4,57,4,0,2,3,0,91,41,35,0,0,5,196,1,0,0,4,0,0,0,2,5,2.4,1,3,44,16,13,94,0,0,0,0,108,0,1,0,1,0,0,0,0,0,0.04504799842834473,Eric Hipwood,0,16025,15,Brisbane Lions,2021,19,0
8,73,4,0,1,3,0,91,45,49,0,0,1,255,9,0,5,4,0,5,3,0,7,10.4,1,2,30,5,7,47,0,0,0,0,106,1,0,0,0,1,0,0,0,0,-0.0175592303276062,Josh Walker,0,15919,5,North Melbourne,2021,39,0
24,69,4,1,1,1,0,88,155,143,4,7,5,403,3,2,18,6,0,10,1,0,32,26.7,1,0,1,5,10,65,1,1,10,0,132,0,1,1,0,0,0,0,0,0,2.825040817260742,Touk Miller,0,16048,17,Gold Coast,2021,1,3
6,55,2,0,1,2,0,82,50,62,0,1,5,115,0,0,3,4,0,4,0,1,8,7.6,1,1,30,10,11,76,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0.02847660332918167,Riley Thilthorpe,0,15955,9,Adelaide,2021,18,0
9,69,0,3,0,0,0,82,50,64,0,1,2,82,7,0,7,4,0,6,1,0,9,7.8,1,0,32,15,8,63,0,0,0,0,6,1,0,0,0,0,0,0,0,0,-0.00564570352435112,James Madden,0,16047,17,Brisbane Lions,2021,32,0
20,74,4,0,2,0,0,83,89,82,0,1,6,618,1,0,6,11,0,2,0,0,11,12.5,0,0,10,11,14,95,0,1,0,0,113,0,1,0,0,0,0,0,0,1,0.5433652997016907,Paul Seedsman,0,15895,3,Adelaide,2021,6,0
8,89,4,1,3,7,1,85,30,47,0,0,3,120,5,0,2,3,0,1,1,0,2,8,3,7,39,8,18,116,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0.026319822296500206,Ben McKay,0,16062,19,North Melbourne,2021,20,0
20,83,2,2,0,1,1,82,99,87,0,0,6,351,5,0,9,12,0,2,0,0,11,9.1,1,0,33,11,13,89,0,0,0,0,112,0,1,0,0,1,0,0,0,0,0.047922659665346146,Daniel Rioli,0,16081,21,Richmond,2021,17,0
8,73,2,0,1,0,0,69,50,44,1,1,2,266,0,2,6,5,1,2,0,1,15,7.5,1,0,40,10,2,22,0,0,0,0,59,1,0,1,0,0,0,0,0,0,-0.0030722199007868767,Shai Bolton,0,16026,15,Richmond,2021,37,0
7,88,4,1,3,10,0,95,22,53,0,0,1,86,6,0,6,3,0,3,1,0,7,8.4,1,9,21,7,14,91,0,0,0,1,170,1,0,0,0,0,0,0,0,0,-0.09410183131694794,Tom Jonas,0,16009,13,Port Adelaide,2021,44,0
4,50,3,0,2,1,0,88,44,42,0,0,4,68,1,0,3,2,1,3,0,2,15,6,0,1,4,5,12,77,0,0,0,0,162,1,0,0,0,0,1,0,0,0,0.030671125277876854,Gary Rohan,0,16101,23,Geelong,2021,20,0
12,71,1,1,1,8,0,97,71,86,0,1,1,257,6,0,7,7,0,3,2,0,10,10.3,1,8,38,12,8,60,0,0,0,0,48,1,0,0,0,0,0,0,0,0,7.454126607626677e-4,Michael Hartley,0,15944,8,Hawthorn,2021,25,0
24,75,4,0,1,0,0,84,106,116,3,4,10,446,6,0,2,9,1,10,1,0,8,17.4,1,0,8,10,14,94,0,0,7,0,137,0,1,0,0,0,0,0,0,1,1.7297039031982422,Dom Sheed,0,16064,19,West Coast,2021,2,2
6,86,2,2,2,11,0,96,21,41,0,0,1,16,6,0,4,4,0,2,1,0,4,9.8,1,11,11,11,8,59,0,0,0,0,44,1,0,0,0,0,0,0,0,0,-0.017389759421348572,Sam Collins,0,15906,4,Gold Coast,2021,43,0
14,93,3,0,3,1,0,81,55,55,0,0,5,44,1,0,5,2,1,4,0,2,19,5.4,0,1,42,14,14,98,0,0,0,0,44,0,1,0,0,0,1,0,0,0,-0.04509960114955902,Zac Langdon,0,16059,18,West Coast,2021,41,0
13,77,1,0,0,2,0,85,57,63,0,1,2,205,4,0,3,5,0,4,0,0,3,7.4,0,2,14,17,12,89,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0.004772039595991373,Connor Idun,0,16102,23,Greater Western Sydney,2021,28,0
3,100,0,1,0,1,0,78,26,34,0,0,1,43,1,0,10,2,0,1,0,0,15,4.3,0,1,39,11,9,65,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0.002023054286837578,Conor Stone,0,15920,6,Greater Western Sydney,2021,28,0
6,75,1,0,1,3,1,72,41,43,0,0,1,137,3,0,0,4,0,1,1,0,9,4.2,0,1,10,12,8,60,0,0,0,0,85,1,0,0,0,1,0,0,0,0,0.010945800691843033,Jackson Nelson,0,16051,17,West Coast,2021,25,0
6,50,3,0,1,2,0,93,57,77,0,0,4,231,3,0,1,4,3,6,0,1,9,14.6,0,1,0,11,12,83,0,0,0,0,305,0,0,0,1,0,0,0,0,0,0.22238929569721222,Jack Riewoldt,0,16098,23,Richmond,2021,11,0
2,22,0,0,0,0,0,89,52,47,0,0,5,198,0,0,1,2,0,1,0,3,8,-2.8,0,0,33,8,8,56,0,0,0,0,49,1,0,0,1,0,0,0,0,0,-0.013582023791968822,Nick Larkey,0,16081,21,North Melbourne,2021,39,0
7,58,4,0,1,0,0,82,45,33,0,1,2,280,0,1,3,3,0,2,0,2,9,2.5,0,0,3,12,15,102,0,0,0,0,48,0,1,0,0,0,0,0,0,1,-0.006698145531117916,Harry Morrison,0,15926,6,Hawthorn,2021,31,0
6,67,1,1,0,0,0,57,58,57,2,1,4,195,0,0,7,3,0,4,0,0,13,6.7,1,0,20,8,13,86,0,0,0,0,15,1,0,0,0,0,0,0,0,1,-0.0025689657777547836,Deven Robertson,0,16053,18,Brisbane Lions,2021,27,0
6,75,6,1,5,1,0,85,14,18,0,0,0,34,5,0,2,2,0,2,2,0,2,-2.2,0,1,7,6,16,102,0,0,0,0,68,1,0,0,0,0,0,0,0,0,-0.010501316748559475,James Stewart,0,16076,20,Essendon,2021,39,0
14,67,5,1,2,2,0,83,67,53,0,2,5,147,2,0,2,4,1,6,0,1,14,-3.2,0,1,13,12,9,66,0,0,0,0,92,0,1,0,0,0,1,0,0,0,0.07228817045688629,Tim Taranto,0,16067,19,Greater Western Sydney,2021,16,0
5,63,1,0,0,2,0,72,30,32,0,0,3,81,3,0,3,1,0,2,0,0,6,0.6,0,0,22,11,14,95,0,0,0,0,38,0,1,0,1,0,0,0,0,0,-0.019481776282191277,Jack Petruccelle,0,16001,12,West Coast,2021,41,0
14,64,0,2,0,0,0,76,100,96,2,2,9,476,2,1,2,8,3,8,0,1,16,15.9,1,0,5,10,9,64,0,0,1,0,179,1,0,0,0,0,1,0,0,0,0.4729979634284973,Chad Wingard,0,15901,3,Hawthorn,2021,8,0
25,76,4,1,0,0,2,92,123,133,0,0,5,835,4,0,17,20,0,5,0,0,19,16.2,2,0,41,8,10,68,0,0,4,0,127,1,0,0,0,1,0,0,0,0,1.0228314399719238,Aaron Hall,0,15908,4,North Melbourne,2021,4,0
10,59,3,1,1,0,1,79,64,55,0,0,4,505,2,1,4,6,0,1,1,0,8,9.1,0,0,24,7,12,79,0,0,0,0,45,0,1,1,0,0,0,0,0,0,0.09591677784919739,Jack Lukosius,0,15930,7,Gold Coast,2021,10,0
14,74,3,4,0,1,0,75,110,115,2,4,6,198,2,0,3,6,1,4,0,0,12,11.8,4,0,59,14,14,98,0,0,2,1,121,0,1,0,0,0,0,0,1,0,1.029386043548584,Jarrod Witts,0,15889,2,Gold Coast,2021,4,0
14,82,5,3,4,9,0,85,78,125,3,5,4,127,3,0,11,3,0,9,1,0,15,15.2,4,7,30,6,14,90,0,0,0,0,203,0,1,0,0,0,0,0,1,0,0.24364034831523895,Shane Mumford,0,15907,4,Greater Western Sydney,2021,11,0
2,25,4,0,2,2,0,81,29,27,0,1,4,180,0,0,1,2,1,2,0,2,5,-4.1,0,2,30,17,10,77,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.0504496730864048,Sam De Koning,0,15919,5,Geelong,2021,20,0
7,54,4,1,0,1,0,69,48,48,0,0,0,160,6,0,7,5,0,3,1,0,10,7.1,0,1,12,6,11,72,0,0,0,0,13,1,0,0,0,1,0,0,0,0,0.002990687033161521,Will Hamill,0,15917,5,Adelaide,2021,28,0
7,39,3,0,0,1,0,69,60,46,3,0,1,218,2,0,7,5,0,6,0,1,17,5.7,0,0,24,7,13,85,0,0,0,0,109,1,0,0,1,0,0,0,0,0,-0.005075030028820038,Josh Thomas,0,15927,6,Collingwood,2021,31,0
9,90,1,0,0,9,0,100,43,65,0,0,2,126,6,0,4,5,0,2,2,0,6,7.5,2,6,38,9,8,57,0,0,0,0,12,1,0,0,0,0,0,0,0,0,-0.002188832499086857,Ryan Garthwaite,0,16068,19,Richmond,2021,33,0
4,67,2,2,1,0,0,57,23,32,0,1,2,74,1,0,4,2,0,2,0,0,8,5.6,0,0,21,7,14,91,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0.014692948199808598,Boyd Woodcock,0,16009,13,Port Adelaide,2021,22,0
17,94,2,0,2,7,0,81,51,72,0,0,4,31,7,0,3,4,0,5,1,0,5,8.3,2,5,31,21,11,87,0,0,0,0,142,0,1,0,0,1,0,0,0,0,-0.05254535377025604,Reece Conca,0,15892,2,Fremantle,2021,41,0
12,50,3,2,0,3,0,91,136,109,0,0,8,552,2,0,1,9,2,4,0,4,10,13.3,1,2,24,13,7,55,0,0,2,0,65,1,0,0,1,0,0,0,0,0,1.983436107635498,Brody Mihocek,0,15930,7,Collingwood,2021,3,1
11,58,5,0,0,1,0,79,54,39,0,0,2,420,5,0,6,5,0,4,0,0,10,4.1,2,1,30,10,11,76,0,0,0,0,25,1,0,1,0,0,0,0,0,0,-0.02726336009800434,Chayce Jones,0,15955,9,Adelaide,2021,34,0
13,81,5,3,3,0,0,79,73,72,3,2,3,223,0,1,7,9,0,4,0,1,15,4.8,0,0,19,10,11,76,0,0,0,1,173,0,1,0,0,1,0,0,0,0,-0.013285955414175987,David Swallow,0,16080,21,Gold Coast,2021,35,0
11,85,1,3,1,0,0,66,63,80,2,2,4,123,2,2,4,5,0,3,0,0,15,11.3,1,0,18,19,12,91,0,0,0,0,136,0,1,0,0,0,1,0,0,0,-0.05790790542960167,Jack Viney,0,15888,2,Melbourne,2021,45,0
14,67,5,3,0,2,1,81,93,93,1,1,4,532,4,0,11,10,0,3,1,0,21,8.2,0,1,2,13,11,79,0,0,0,0,39,0,1,0,0,0,0,0,0,1,0.3693835735321045,Xavier Duursma,0,15903,4,Port Adelaide,2021,10,0
12,100,1,2,0,3,0,96,64,93,0,0,1,153,9,0,8,7,0,3,3,0,11,13.3,1,2,3,3,16,99,0,0,0,0,95,1,0,0,0,0,0,0,0,0,0.009715469554066658,Jake Kelly,0,15926,6,Adelaide,2021,29,0
11,79,8,0,6,1,0,79,33,44,0,3,3,163,2,0,8,4,0,5,0,1,22,5.8,0,1,27,10,9,64,0,0,0,0,28,0,1,0,0,0,1,0,0,0,0.33411815762519836,Conor Nash,0,16089,22,Hawthorn,2021,10,0
4,80,1,0,0,0,0,35,27,17,0,0,0,112,3,0,0,4,0,0,3,0,0,0.3,0,0,24,13,16,109,0,0,0,0,41,0,1,0,0,0,0,0,0,0,-0.018462734296917915,Aaron Francis,0,15927,6,Essendon,2021,36,0
10,67,3,0,0,3,2,79,69,68,0,0,5,376,4,0,6,8,0,3,1,1,8,8.2,2,3,10,13,12,85,0,0,0,0,26,1,0,0,0,1,0,0,0,0,0.015848036855459213,Oleg Markov,0,15895,3,Gold Coast,2021,20,0
24,77,5,0,0,1,0,85,136,110,0,0,5,734,2,0,6,22,0,0,2,0,8,5,0,1,18,8,11,74,0,0,0,0,139,1,0,0,0,1,0,0,0,0,0.8181131482124329,Aaron Hall,0,16057,18,North Melbourne,2021,7,0
3,43,3,0,0,2,0,82,38,29,0,0,4,77,1,0,4,1,2,4,0,0,15,-4.8,0,2,45,12,10,72,0,0,0,0,50,1,0,0,0,0,1,0,0,0,-0.005220761522650719,Shai Bolton,0,15896,3,Richmond,2021,30,0
9,69,3,0,2,3,0,78,76,83,0,0,5,214,3,4,3,4,3,6,0,0,14,13.5,1,1,30,12,10,72,0,0,0,0,75,0,1,0,0,0,1,0,0,0,-0.09430304169654846,Will Hayward,0,15948,9,Sydney,2021,43,0
25,71,4,1,0,2,0,84,133,141,0,0,6,791,6,0,11,17,0,4,2,1,12,10.2,2,2,0,10,14,94,0,0,4,0,134,0,0,0,0,1,0,0,0,0,1.6357800960540771,Aaron Hall,0,16017,13,North Melbourne,2021,2,2
5,63,3,3,1,1,0,71,46,55,0,0,4,104,0,1,1,5,1,2,0,1,8,7.8,0,0,27,10,11,76,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0.055350590497255325,Liam Henry,0,16015,13,Fremantle,2021,13,0
11,79,1,1,0,3,0,86,72,70,0,0,5,223,5,0,11,10,1,2,0,0,12,9.9,3,1,69,16,14,100,0,0,0,0,120,0,1,0,0,1,0,0,0,0,-0.021730506792664528,Jed Bews,0,16052,18,Geelong,2021,40,0
15,83,3,0,1,7,0,97,85,82,0,0,1,135,10,0,10,12,0,4,5,0,12,14,1,7,98,6,4,30,0,0,0,0,66,1,0,0,0,1,0,0,0,0,-0.027140267193317413,Charlie Ballard,0,16074,20,Gold Coast,2021,37,0
6,100,1,0,1,7,0,88,29,42,0,0,2,42,3,0,6,4,0,2,1,0,9,5.8,0,5,44,6,8,54,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0.0015816334635019302,Ben McKay,0,16105,23,North Melbourne,2021,30,0
