effective_disposals,disposal_efficiency_percentage,clangers,free_kicks_for,free_kicks_against,one_percenters,bounces,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,intercepts,tackles_inside_fifty,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,intercept_marks,marks_on_lead,pressure_acts,rating_points,score_launches,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
11,79,2,0,0,0,0,88,70,99,2,0,6,272,3,0,4,4,1,3,2,3,11,6.3,1,0,11,12,8,60,0,0,0,1,213,1,0,1,0,0,0,0,0,0,0.1379164457321167,Jack Ziebell,0,15660,3,North Melbourne,2020,11,0
12,75,5,2,2,6,0,90,103,161,0,3,2,186,8,0,6,5,0,4,5,0,14,20.8,0,5,75,5,5,35,0,0,0,0,22,1,0,0,0,0,0,0,1,0,0.016899481415748596,Reilly O'Brien,0,15653,2,Adelaide,2020,21,0
8,80,2,2,1,0,0,64,36,45,0,0,0,136,5,0,9,5,0,3,0,0,13,3.1,0,0,12,14,6,50,0,0,0,0,5,1,0,0,0,1,0,0,0,0,-0.016367526724934578,Derek Eggmolesse-Smith,0,15761,8,Richmond,2020,42,0
12,48,6,2,1,1,0,74,86,107,4,2,7,324,4,0,6,5,3,9,0,1,18,12,1,0,29,10,10,70,0,0,8,0,142,0,1,1,0,0,0,0,0,0,1.7168632745742798,Ollie Wines,2,15700,3,Port Adelaide,2020,2,2
10,71,2,0,0,0,0,62,46,86,0,0,5,229,2,1,0,5,1,2,0,1,4,7,0,0,31,5,14,89,0,0,0,0,384,0,1,1,0,0,0,0,0,0,0.1521233469247818,Shaun Burgoyne,0,15771,9,Hawthorn,2020,12,0
10,63,3,0,0,0,0,100,68,93,0,1,6,290,4,1,5,7,0,5,0,0,13,10.8,1,0,2,11,11,77,0,0,0,0,28,1,0,0,1,0,0,0,0,0,0.0587727427482605,Gryan Miers,0,15663,3,Geelong,2020,15,0
4,50,2,0,1,6,0,100,34,55,0,1,1,173,1,0,9,4,0,2,0,0,11,1.7,0,5,31,4,9,58,0,0,0,0,103,1,0,0,0,0,0,0,0,0,-0.014402614906430244,Lachie Plowman,0,15771,9,Carlton,2020,42,0
11,85,2,1,1,1,0,94,45,69,0,2,3,203,2,0,6,7,1,3,0,0,13,7.1,0,0,32,5,6,41,0,0,1,0,63,1,0,0,0,1,0,0,0,0,0.13849376142024994,Ryan Clarke,0,15855,17,Sydney,2020,9,0
13,87,4,2,3,2,0,98,54,80,0,0,2,288,10,0,3,7,0,6,2,0,4,7.5,1,1,20,10,13,88,0,0,5,0,113,0,1,0,0,0,0,0,0,0,0.41656702756881714,Darcy Gardiner,0,15753,7,Brisbane Lions,2020,7,0
4,44,3,0,1,2,0,82,40,41,0,0,1,31,1,0,1,1,0,3,0,0,5,0,0,2,51,9,8,57,0,0,0,0,137,1,0,0,1,0,0,0,0,0,-0.00368811609223485,Sam Day,0,15862,18,Gold Coast,2020,27,0
11,85,0,0,0,0,0,84,47,79,1,2,1,131,1,0,3,2,0,6,0,0,12,13.8,0,0,17,9,9,63,0,0,0,0,224,0,1,0,0,0,1,0,0,0,0.04663917422294617,Robbie Gray,0,15748,6,Port Adelaide,2020,19,0
6,75,1,0,0,0,0,80,23,34,0,0,1,17,2,0,4,2,0,5,0,0,9,2.7,0,0,47,5,4,29,0,0,0,0,44,1,0,0,1,0,0,0,0,0,-0.003308667801320553,Nick Holman,0,15620,1,Gold Coast,2020,30,0
0,0,0,0,0,1,0,75,4,7,0,0,1,41,0,0,0,0,0,0,0,0,3,1.1,0,0,7,11,7,53,0,0,0,0,18,1,0,0,1,0,0,0,0,0,-0.0052205827087163925,Mitch Lewis,0,15763,8,Hawthorn,2020,34,0
17,81,5,0,2,4,0,94,85,100,0,0,1,558,6,0,7,16,0,2,3,0,7,7,0,3,16,6,7,48,1,1,0,0,59,0,1,0,0,1,0,0,0,0,0.3556532859802246,Luke Ryan,0,15805,11,Fremantle,2020,7,0
5,56,1,1,1,0,0,95,50,76,2,1,2,50,1,1,3,0,0,6,0,0,8,8.1,1,0,64,5,5,35,0,0,0,0,250,1,0,0,0,0,0,0,1,0,-0.044574201107025146,Todd Goldstein,0,15850,17,North Melbourne,2020,40,0
0,0,1,0,0,0,0,46,27,22,0,1,0,24,0,1,3,0,0,1,0,0,9,-2.1,0,0,1,11,7,53,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0.020357336848974228,Matt Eagles,0,15810,12,Brisbane Lions,2020,25,0
13,68,1,0,0,2,0,87,77,80,0,1,1,292,1,1,4,6,0,2,0,0,12,3.4,0,2,36,6,6,42,0,0,0,0,235,1,0,0,0,0,0,0,0,1,-0.041214052587747574,Shaun Higgins,0,15840,16,North Melbourne,2020,43,0
9,64,1,0,0,1,0,76,53,67,1,1,3,133,1,0,7,1,0,5,0,0,14,6.5,3,0,37,12,6,48,0,0,0,0,144,1,0,1,0,0,0,0,0,0,0.041800424456596375,Ollie Wines,0,15724,5,Port Adelaide,2020,14,0
8,80,3,0,1,3,0,88,47,69,0,1,5,116,0,0,2,5,0,3,0,1,5,8.4,0,2,38,7,14,91,0,0,0,0,78,0,1,0,0,0,1,0,0,0,0.018395498394966125,Harry Himmelberg,0,15830,14,Greater Western Sydney,2020,17,0
11,73,4,0,1,5,0,82,56,72,1,0,4,131,2,0,2,4,1,4,0,0,14,6.4,0,1,51,11,12,83,0,0,0,0,227,0,1,0,0,0,1,0,0,0,0.061553094536066055,Robbie Gray,0,15770,9,Port Adelaide,2020,16,0
4,57,4,0,3,1,0,83,26,30,1,0,1,137,1,1,2,1,1,3,0,0,11,5.9,0,1,32,14,13,92,0,0,0,0,50,0,1,0,0,0,0,0,0,1,8.951929048635066e-4,Nick Holman,0,15754,7,Gold Coast,2020,30,0
6,75,2,0,1,1,0,59,26,39,0,0,2,79,2,0,6,0,2,3,1,0,16,5.9,1,1,27,9,7,51,0,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.004619300831109285,Toby Bedford,0,15623,1,Melbourne,2020,37,0
9,56,2,1,1,3,0,83,64,80,1,1,3,324,2,0,10,5,2,5,0,0,30,9.9,1,0,63,4,4,28,0,0,0,0,96,1,0,0,0,0,0,0,0,1,-0.0894414559006691,Trent Dumont,0,15833,14,North Melbourne,2020,43,0
9,90,1,0,0,4,0,78,45,49,0,0,0,187,2,0,6,4,0,1,1,0,8,4.8,0,4,6,9,9,63,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0.018206166103482246,Aaron Francis,0,15617,1,Essendon,2020,27,0
12,71,3,2,2,0,0,82,83,101,0,0,4,207,2,2,4,5,1,4,0,2,11,4.6,0,0,53,10,12,82,0,0,0,0,44,0,1,0,1,0,0,0,0,0,0.0865706279873848,Ben Ainsworth,0,15664,3,Gold Coast,2020,11,0
12,75,0,0,0,0,0,83,60,82,0,1,2,192,7,0,9,6,0,7,1,0,11,7.5,1,0,44,9,4,33,0,0,0,0,46,1,0,0,0,0,0,0,0,1,-0.016443248838186264,Ben Keays,0,15860,18,Adelaide,2020,35,0
3,43,0,0,0,1,0,73,27,47,0,0,2,49,1,0,2,2,2,3,0,1,10,3.1,0,0,63,4,4,28,0,0,0,0,4,1,0,0,0,0,1,0,0,0,-0.020107721909880638,Lachlan Hosie,0,15833,14,North Melbourne,2020,39,0
2,33,1,0,1,8,0,97,23,38,0,0,1,84,4,0,1,1,0,0,1,0,4,6.9,0,5,41,7,7,49,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0.008680345490574837,Alex Keath,0,15769,9,Western Bulldogs,2020,27,0
14,82,5,0,3,1,2,71,53,61,1,2,3,357,1,0,3,8,0,3,0,1,9,5.4,0,0,10,4,9,58,0,0,0,0,20,1,0,0,0,0,0,0,0,1,-0.032679520547389984,James Cousins,0,15819,13,Hawthorn,2020,42,0
9,50,2,1,0,1,0,77,64,85,3,0,2,298,1,0,9,4,2,8,0,0,18,13,0,1,32,9,5,39,0,0,0,1,237,1,0,1,0,0,0,0,0,0,0.24899551272392273,Trent Cotchin,0,15658,3,Richmond,2020,8,0
5,50,1,0,1,1,0,77,39,52,1,1,0,51,0,2,8,1,0,6,0,0,20,4.2,0,1,36,4,6,40,0,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.01876332052052021,Finn Maginness,0,15854,17,Hawthorn,2020,36,0
4,67,2,1,2,0,0,93,29,47,0,0,3,91,2,0,0,2,1,1,1,1,5,1.9,1,0,27,10,6,46,0,0,0,0,114,1,0,0,1,0,0,0,0,0,0.007966865785419941,Charlie Cameron,0,15742,6,Brisbane Lions,2020,24,0
4,80,2,1,1,3,0,90,38,56,1,0,3,133,0,1,1,3,1,1,0,1,10,7.3,1,2,75,5,5,35,0,0,0,0,16,1,0,0,1,0,0,0,0,0,0.0048372489400208,Darcy Fogarty,0,15653,2,Adelaide,2020,27,0
2,25,3,0,1,6,0,75,50,59,0,2,3,111,1,0,12,0,0,2,0,0,15,6.1,3,5,2,14,6,50,0,0,0,0,50,0,1,0,0,0,0,0,1,0,0.018959607928991318,Oscar McInerney,0,15823,13,Brisbane Lions,2020,24,0
13,68,2,0,0,2,0,81,86,84,0,0,5,497,0,0,1,10,0,0,0,0,9,9.8,0,0,21,15,13,93,0,0,0,0,70,0,1,0,0,0,0,0,0,1,0.07562201470136642,Karl Amon,0,15800,11,Port Adelaide,2020,10,0
16,70,4,2,1,1,0,84,95,127,2,5,5,432,3,0,17,11,2,10,0,0,24,11.5,1,0,14,11,7,53,0,0,2,0,62,1,0,1,0,0,0,0,0,0,0.38406047224998474,Jy Simpkin,0,15747,6,North Melbourne,2020,8,0
0,0,0,1,0,2,0,89,7,7,0,0,0,50,0,0,1,0,0,0,0,0,7,0.1,0,2,21,10,6,46,0,0,0,0,41,1,0,0,0,0,1,0,0,0,0.006956232246011496,Sam Weideman,0,15837,15,Melbourne,2020,29,0
11,92,4,0,3,6,0,97,40,66,0,0,2,187,7,0,5,5,0,2,3,0,6,4.4,2,5,2,8,8,56,0,0,0,0,149,0,1,0,0,0,0,0,0,0,0.04405713453888893,Robbie Tarrant,0,15621,1,North Melbourne,2020,17,0
6,50,2,1,1,1,1,82,46,68,0,1,4,397,0,0,8,6,0,2,0,0,14,2.7,0,0,31,4,9,58,0,0,0,0,30,1,0,0,0,0,1,0,0,0,-0.023140454664826393,Michael Gibbons,0,15771,9,Carlton,2020,44,0
16,94,2,1,1,8,0,93,83,114,0,0,3,308,8,0,4,13,0,4,3,0,6,10.9,0,8,19,8,10,68,0,0,0,0,92,0,1,0,0,1,0,0,0,0,0.2901260256767273,Jake Lever,0,15859,18,Melbourne,2020,10,0
17,94,0,0,0,4,0,81,79,101,1,1,5,248,7,0,5,13,0,6,2,0,6,17.3,3,4,47,16,10,76,0,0,0,0,64,0,1,0,0,0,0,0,0,0,0.07719592750072479,Ryan Burton,0,15620,1,Port Adelaide,2020,12,0
7,70,1,1,0,6,0,95,46,73,0,0,0,198,5,0,8,7,0,3,1,0,8,4.5,0,4,59,10,4,34,0,0,0,0,144,1,0,0,0,0,0,0,0,0,0.0025818885769695044,Jake Carlisle,0,15804,11,St Kilda,2020,32,0
7,88,2,1,1,0,0,75,28,36,0,1,1,99,1,0,2,4,0,1,0,1,9,3.6,0,0,1,4,8,52,0,0,0,0,2,1,0,0,0,0,1,0,0,0,-0.0031849241349846125,Lachlan Hosie,0,15810,12,North Melbourne,2020,36,0
14,74,1,1,1,2,0,70,77,89,1,1,5,198,0,0,14,5,0,4,0,0,25,6.1,1,1,27,7,12,79,0,0,0,0,160,0,1,1,0,0,0,0,0,0,0.035535313189029694,Dion Prestia,0,15740,5,Richmond,2020,14,0
7,54,0,1,0,1,0,80,64,70,1,2,2,208,0,1,10,5,0,1,0,0,27,7.5,0,0,15,3,10,63,0,0,0,0,142,0,1,0,1,0,0,0,0,0,0.012807190418243408,Devon Smith,0,15720,5,Essendon,2020,26,0
5,63,2,0,1,2,0,72,52,68,0,2,1,156,2,0,7,3,0,4,1,0,14,7.8,0,2,5,9,7,51,0,0,0,0,48,0,1,0,0,0,0,0,0,1,0.020546292886137962,Ed Richards,0,15760,8,Western Bulldogs,2020,22,0
2,33,1,0,0,0,0,84,36,39,0,1,2,92,0,1,0,2,2,2,0,0,9,3.1,0,0,24,9,4,33,0,0,0,0,41,1,0,0,1,0,0,0,0,0,0.0036548185162246227,Jeremy Finlayson,0,15659,3,Greater Western Sydney,2020,34,0
13,77,3,0,0,4,1,82,67,77,0,0,3,332,2,0,15,8,0,2,1,0,21,12.1,0,2,52,4,5,34,0,0,0,0,42,1,0,0,0,1,0,0,0,0,-0.03151500225067139,Bailey Williams,0,15616,1,Western Bulldogs,2020,42,0
16,80,6,4,4,3,0,92,61,106,0,4,0,46,8,0,2,5,0,7,1,0,5,8,0,2,29,8,6,44,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0.17133073508739471,Peter Ladhams,0,15764,8,Port Adelaide,2020,12,0
27,77,2,3,0,2,3,86,122,163,6,3,5,298,4,0,2,14,0,8,0,1,13,20,1,0,6,9,9,63,0,0,10,0,158,0,1,1,0,0,0,0,0,0,3.056530237197876,Dylan Shiel,3,15617,1,Essendon,2020,1,3
4,100,0,0,0,0,0,78,23,44,0,0,4,25,0,0,4,2,2,2,0,0,16,5.2,0,0,28,10,7,52,0,0,0,0,30,1,0,0,0,0,1,0,0,0,-0.015059439465403557,Charlie Spargo,0,15818,13,Melbourne,2020,39,0
11,85,0,0,0,1,0,70,61,59,0,0,1,131,2,0,3,5,0,3,0,0,9,3.9,0,1,4,6,12,78,0,0,0,0,12,0,1,0,0,0,0,0,0,1,-0.006642593536525965,Ed Phillips,0,15784,10,St Kilda,2020,30,0
5,71,1,1,0,2,0,91,43,59,0,0,3,128,0,1,1,4,0,2,0,0,10,6.7,0,1,66,3,18,111,0,0,0,0,204,0,1,0,0,0,1,0,0,0,0.037666887044906616,Jack Darling,0,15766,8,West Coast,2020,10,0
4,80,0,0,0,1,0,60,27,37,0,0,2,118,0,1,0,2,0,0,0,0,8,1.2,0,0,26,7,4,31,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.004329450894147158,Ben Jarvis,0,15849,17,Geelong,2020,30,0
7,78,0,0,0,2,1,74,37,54,0,0,2,108,4,0,4,5,0,1,2,0,7,5.2,2,1,34,11,11,77,0,0,0,0,43,0,1,0,0,0,0,0,0,0,0.011838896200060844,Tom Cole,0,15721,5,West Coast,2020,23,0
17,68,3,3,1,1,0,83,94,109,2,3,3,323,2,0,11,7,1,6,0,0,21,7.8,0,1,6,7,11,73,0,0,0,1,197,1,0,1,0,0,0,0,0,0,0.18000246584415436,Luke Parker,2,15655,2,Sydney,2020,11,0
17,94,1,1,1,4,0,92,76,114,0,1,3,333,8,1,8,11,0,0,5,0,9,11.6,0,4,3,8,9,62,0,1,6,0,16,0,1,0,0,1,0,0,0,0,0.3421764075756073,Jordan Ridley,0,15765,8,Essendon,2020,8,0
11,85,1,1,0,1,0,70,55,82,0,0,3,181,5,0,4,9,0,4,1,0,4,1,1,1,6,7,12,79,0,0,0,0,120,0,1,0,0,1,0,0,0,0,-0.017613839358091354,Nathan Wilson,0,15744,6,Fremantle,2020,33,0
17,81,4,0,1,1,0,84,72,96,2,0,3,549,8,0,6,10,0,7,2,0,12,9.2,1,1,4,8,11,74,0,0,1,0,31,1,0,0,0,1,0,0,0,0,0.4494609832763672,Jack Lukosius,0,15784,10,Gold Coast,2020,5,0
10,63,5,2,1,3,0,74,68,64,5,0,2,240,1,0,7,4,0,2,0,1,15,9.2,0,2,6,9,10,69,0,0,0,1,306,0,1,1,0,0,0,0,0,0,0.26024702191352844,Joel Selwood,0,15863,18,Geelong,2020,9,0
9,69,1,2,0,3,0,84,82,101,0,0,4,301,5,4,8,6,1,4,0,1,33,12.3,1,3,57,14,13,92,0,0,0,0,168,0,1,0,0,0,0,0,1,0,-0.013452043756842613,Tom McDonald,0,15803,11,Melbourne,2020,33,0
0,0,1,0,0,0,0,8,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.7,0,0,22,10,6,46,0,0,0,0,93,1,0,0,0,0,1,0,0,0,-0.0029814615845680237,Sean Lemmens,0,15856,17,Gold Coast,2020,36,0
4,57,0,1,0,0,0,69,33,43,0,0,5,103,0,0,1,3,2,2,0,0,4,3.4,0,0,9,14,6,50,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.020711293444037437,Trey Ruscoe,0,15783,10,Collingwood,2020,21,0
8,53,5,0,1,0,0,78,54,37,0,0,2,257,2,0,9,5,0,3,0,0,10,1,0,0,48,5,6,41,0,0,0,0,200,1,0,0,0,1,0,0,0,0,0.026970988139510155,Lewis Jetta,0,15703,4,West Coast,2020,14,0
13,62,3,2,2,0,0,85,75,121,0,3,5,256,7,1,5,7,3,10,2,1,15,17.3,3,0,4,6,5,36,0,1,3,1,181,1,0,1,0,0,0,0,0,0,0.5791905522346497,Nat Fyfe,2,15812,12,Fremantle,2020,4,0
5,71,0,0,0,2,0,73,28,52,0,0,2,103,4,0,1,4,0,2,2,0,1,6,1,1,6,9,8,57,0,0,0,0,51,1,0,0,0,0,0,0,0,0,-0.0073068952187895775,Ethan Hughes,0,15617,1,Fremantle,2020,41,0
9,64,3,0,0,3,1,79,57,59,0,0,3,166,2,0,12,3,0,2,0,1,13,3.3,1,2,13,12,5,42,0,0,0,0,136,1,0,0,0,0,0,0,0,1,-0.013002919033169746,Jason Johannisen,0,15778,10,Western Bulldogs,2020,39,0
10,91,1,1,1,0,0,82,54,77,0,1,3,181,2,0,11,6,0,4,0,0,13,4.2,0,0,63,7,14,91,0,0,0,0,53,0,1,0,0,0,0,0,0,0,0.004431936889886856,Callum Ah Chee,0,15772,9,Brisbane Lions,2020,27,0
16,80,0,1,0,2,0,90,86,113,0,0,2,294,10,0,5,10,0,3,5,0,9,10.6,2,2,53,5,4,29,0,0,0,0,23,1,0,0,0,1,0,0,0,0,-0.08482516556978226,Tom Doedee,0,15664,3,Adelaide,2020,42,0
12,80,2,0,1,0,0,69,34,50,1,0,4,168,2,0,8,4,0,5,0,0,13,6.4,0,0,57,6,8,54,0,0,0,0,3,1,0,0,0,0,1,0,0,0,-0.012772880494594574,Harry Schoenberg,0,15813,12,Adelaide,2020,34,0
13,93,1,2,1,0,0,99,49,90,1,2,2,183,5,1,7,3,0,7,0,0,12,12.5,1,0,34,7,6,43,0,0,0,0,55,1,0,1,0,0,0,0,0,0,-0.051303789019584656,Ryan Clarke,0,15721,5,Sydney,2020,42,0
19,79,2,0,0,0,0,85,91,100,0,0,6,286,3,0,5,16,0,4,1,0,7,5.3,0,0,24,12,14,96,0,0,0,0,57,0,1,0,0,1,0,0,0,0,0.034519754350185394,Alex Witherden,0,15801,11,Brisbane Lions,2020,14,0
8,53,3,4,1,0,0,82,60,69,0,0,6,358,2,1,2,7,2,4,0,0,15,3.5,1,0,32,9,5,39,0,0,0,0,35,1,0,0,1,0,0,0,0,0,0.20873577892780304,Jack Higgins,0,15658,3,Richmond,2020,10,0
9,75,2,1,0,2,0,92,45,65,0,1,0,261,4,0,5,7,0,3,1,0,5,6.3,0,1,2,6,7,48,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0.015575643628835678,Callum Wilkie,0,15823,13,St Kilda,2020,26,0
3,75,4,0,1,2,0,74,26,28,0,0,2,74,5,0,7,2,0,3,1,0,8,0,2,0,37,13,12,85,0,0,0,0,49,0,1,0,0,1,0,0,0,0,0.011456428095698357,Callum Ah Chee,0,15724,5,Brisbane Lions,2020,27,0
12,75,3,0,2,2,0,77,63,62,0,0,2,174,5,0,4,6,0,4,0,0,5,4.5,0,1,44,6,14,90,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-0.012855887413024902,Connor Budarick,0,15652,2,Gold Coast,2020,41,0
8,73,3,0,1,0,0,73,40,38,0,1,2,56,2,0,2,1,2,5,0,0,15,3.6,0,0,6,9,10,69,0,0,0,0,190,0,1,0,0,0,1,0,0,0,-0.002680945210158825,Luke Dahlhaus,0,15863,18,Geelong,2020,33,0
13,65,2,0,0,1,0,82,65,87,0,5,3,225,1,0,3,5,0,6,0,1,12,7,1,0,48,5,6,41,0,0,0,0,106,1,0,1,0,0,0,0,0,0,-0.031518224626779556,Dom Sheed,0,15703,4,West Coast,2020,42,0
7,50,4,1,0,1,0,79,78,72,0,0,3,251,2,1,1,4,1,2,0,1,12,0.5,1,0,9,9,5,39,0,0,0,0,110,1,0,0,0,0,1,0,0,0,0.026689443737268448,Jack Martin,0,15838,15,Carlton,2020,27,0
3,60,4,1,2,0,0,87,40,41,0,0,3,119,0,2,2,2,1,1,0,0,10,4.8,0,0,2,10,9,64,0,0,0,0,44,1,0,0,0,0,1,0,0,0,0.0030681707430630922,Brody Mihocek,0,15702,4,Collingwood,2020,32,0
9,82,3,0,2,2,0,85,28,66,0,3,4,185,0,0,6,3,1,4,0,0,10,5.1,1,1,9,12,6,48,0,0,0,0,48,0,1,0,0,0,1,0,0,0,0.02877180464565754,Daniel Lloyd,0,15838,15,Greater Western Sydney,2020,26,0
4,67,6,0,3,2,0,97,50,74,0,0,5,133,0,1,2,3,0,0,0,2,7,5.9,0,2,24,9,16,105,0,0,0,0,263,0,1,0,1,0,0,0,0,0,0.026966175064444542,Jack Riewoldt,0,15615,1,Richmond,2020,16,0
5,83,3,2,3,5,0,85,74,108,0,2,2,17,2,1,7,3,1,2,1,0,14,7,1,4,0,6,5,36,0,0,0,0,24,0,0,0,0,0,0,0,1,0,0.16118907928466797,Ivan Soldo,0,15624,2,Richmond,2020,14,0
12,67,3,2,0,7,0,83,76,123,0,0,3,186,11,0,4,7,0,7,3,0,6,11.1,0,7,32,12,6,48,0,0,0,0,268,0,1,0,0,1,0,0,0,0,0.9089844822883606,Harry Taylor,0,15768,8,Geelong,2020,4,0
18,58,4,0,1,0,0,88,122,142,1,0,7,410,4,0,6,10,2,8,1,0,20,8.9,1,0,50,13,11,79,0,0,10,0,203,0,1,1,0,0,0,0,0,0,2.844712495803833,Tom Rockliff,0,15851,17,Port Adelaide,2020,1,3
15,65,3,0,0,3,0,84,83,105,2,3,2,321,4,1,6,6,0,11,0,0,14,14.8,0,1,22,10,6,46,0,0,4,0,102,1,0,0,0,0,0,0,0,1,0.5146006345748901,Lachie Weller,0,15856,17,Gold Coast,2020,6,0
7,64,0,0,0,0,0,86,39,56,0,0,1,112,1,1,3,2,0,4,0,0,10,8.8,0,0,3,5,11,71,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0.0024165611248463392,Tyson Stengle,0,15618,1,Adelaide,2020,22,0
13,93,1,1,0,0,0,80,55,80,0,1,2,213,6,0,4,5,0,3,3,0,7,10.6,0,0,32,9,12,81,0,0,0,0,49,0,1,0,0,0,0,0,0,0,0.006247538607567549,Tom Cole,0,15815,12,West Coast,2020,27,0
18,78,1,1,0,0,1,91,84,120,1,2,3,270,2,0,13,4,4,8,0,0,27,11.5,1,0,35,6,7,48,0,0,0,0,125,1,0,1,0,0,0,0,0,0,0.1843993067741394,Tom Mitchell,0,15834,15,Hawthorn,2020,7,0
4,67,0,1,0,0,0,75,44,56,0,0,3,160,1,1,7,3,2,2,0,0,22,4.2,0,0,11,11,10,71,0,0,0,0,24,0,1,0,1,0,0,0,0,0,0.009276963770389557,Nick Blakey,0,15660,3,Sydney,2020,30,0
11,92,2,1,1,10,0,97,56,106,0,0,2,250,7,0,6,8,0,3,2,0,9,11.2,0,8,51,8,4,32,0,0,0,0,83,1,0,0,0,0,0,0,0,0,0.107424795627594,Jake Lever,0,15770,9,Melbourne,2020,12,0
11,61,1,0,0,0,0,81,70,92,1,1,4,184,2,0,8,4,2,4,0,0,11,3,2,0,52,12,3,30,0,0,0,0,84,1,0,1,0,0,0,0,0,0,-0.02300930581986904,Jacob Hopper,0,15858,18,Greater Western Sydney,2020,38,0
19,76,5,1,3,1,0,82,81,103,4,4,5,515,3,0,15,9,0,7,0,0,27,19.8,2,0,33,3,9,57,0,0,2,0,66,1,0,1,0,0,0,0,0,0,-0.04018138721585274,Jy Simpkin,1,15781,10,North Melbourne,2020,43,0
3,43,3,0,1,0,0,86,29,15,0,0,1,95,2,0,4,2,0,2,0,0,17,-0.4,0,0,16,8,4,32,0,0,0,0,118,1,0,0,0,1,0,0,0,0,0.004005330614745617,Jarman Impey,0,15805,11,Hawthorn,2020,35,0
5,83,1,1,0,1,0,91,48,64,0,0,3,152,2,1,4,3,0,1,1,1,13,6.8,0,1,53,5,4,29,0,0,0,0,17,1,0,0,0,0,1,0,0,0,-0.005326075945049524,Darcy Fogarty,0,15664,3,Adelaide,2020,30,0
2,67,2,0,1,2,0,86,13,10,0,0,2,86,1,0,2,2,0,0,1,0,2,1.2,1,2,21,15,13,93,0,0,0,0,117,0,1,0,0,0,0,0,0,0,0.0220623929053545,Trent McKenzie,0,15800,11,Port Adelaide,2020,19,0
16,70,2,1,0,0,0,91,92,130,2,1,6,415,2,0,8,9,2,8,0,1,17,18.6,0,0,19,8,10,68,1,1,10,0,102,0,1,1,0,0,0,0,0,0,3.0186312198638916,Christian Petracca,3,15859,18,Melbourne,2020,1,3
22,67,5,3,0,0,0,97,101,151,2,4,5,518,9,0,10,7,1,15,1,2,21,16.5,3,0,45,10,13,88,1,1,10,0,174,0,1,1,0,0,0,0,0,0,2.911348819732666,Lachie Neale,3,15847,16,Brisbane Lions,2020,1,3
8,73,1,0,1,4,0,93,26,46,0,0,1,59,4,0,5,3,0,3,0,0,5,3.6,0,4,51,8,4,32,0,0,0,0,79,1,0,0,0,0,0,0,0,0,0.007958950474858284,Oscar McDonald,0,15770,9,Melbourne,2020,31,0
13,87,3,0,3,1,0,79,49,78,0,1,4,123,5,0,7,5,0,7,0,0,13,5.6,2,0,17,10,6,46,0,0,0,0,193,1,0,1,0,0,0,0,0,0,-0.002127246931195259,Matt de Boer,0,15748,6,Greater Western Sydney,2020,37,0
13,77,2,3,0,2,0,82,67,83,0,0,2,186,7,0,9,8,0,1,3,0,10,4.6,0,2,13,3,8,51,0,0,0,0,54,1,0,0,0,1,0,0,0,0,-0.0037531787529587746,Ethan Hughes,0,15706,4,Fremantle,2020,31,0
7,78,2,0,1,0,0,78,50,62,0,2,1,24,2,1,10,3,0,4,0,0,23,8.2,0,0,16,7,9,61,0,0,0,0,74,0,1,0,0,0,1,0,0,0,0.057497575879096985,Sam Powell-Pepper,0,15865,18,Port Adelaide,2020,16,0
8,53,1,1,0,1,0,80,72,80,0,1,2,341,2,1,8,6,1,3,0,1,18,7.8,0,0,26,11,4,35,0,0,0,0,109,1,0,1,0,0,0,0,0,0,0.18729950487613678,Touk Miller,0,15776,9,Gold Coast,2020,12,0
2,50,3,0,2,3,0,93,30,49,0,1,2,65,0,0,1,2,1,2,0,0,7,7.1,0,3,1,4,8,52,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0.162562295794487,Tristan Xerri,0,15810,12,North Melbourne,2020,14,0
10,67,1,0,0,1,1,82,54,76,0,0,3,159,3,0,4,4,2,7,0,0,12,9.5,0,0,27,7,12,79,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.014508828520774841,Jake Aarts,0,15740,5,Richmond,2020,23,0
13,77,0,2,0,1,0,80,73,114,0,0,9,328,5,1,6,8,0,5,1,0,16,13.6,0,1,2,14,6,50,0,0,5,0,40,0,1,1,0,0,0,0,0,0,0.08831733465194702,Zac Bailey,0,15823,13,Brisbane Lions,2020,14,0
