effective_disposals,disposal_efficiency_percentage,clangers,free_kicks_for,free_kicks_against,one_percenters,bounces,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,intercepts,tackles_inside_fifty,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,intercept_marks,marks_on_lead,pressure_acts,rating_points,score_launches,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,prob_0,prob_1,prob_2,prob_3,expected_votes,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,predicted_votes
16,84,1,1,0,1,0,76,85,72,0,0,3,133,3,0,11,10,0,0,1,0,12,3.7,1,1,18,8,11,74,0,0,0,0,231,1,0,0,0,1,0,0,0,0,0.9998055100440979,1.5755509957671165e-4,6.856639629404526e-6,3.0055980460019782e-5,2.6143632021558005e-4,0,Shaun Atley,0,16057,18,North Melbourne,2021,0
7,70,4,2,1,0,0,85,64,53,0,2,4,287,1,0,2,5,1,3,0,0,11,7.9,1,0,22,9,11,75,0,1,0,0,139,1,0,0,1,0,0,0,0,0,0.9995463490486145,3.391859936527908e-4,9.765668801264837e-5,1.6741316358093172e-5,5.84723318752367e-4,0,Charlie Cameron,0,15997,12,Brisbane Lions,2021,0
14,61,5,0,0,0,3,92,93,110,2,4,6,571,1,0,5,8,2,10,0,0,13,22.9,2,0,4,9,12,81,0,0,1,0,256,1,0,0,1,0,0,0,0,0,0.3014296293258667,0.2871045768260956,0.40716347098350525,0.0043023573234677315,1.1143385907635093,2,Dustin Martin,0,16018,13,Richmond,2021,2
12,75,2,0,0,2,0,87,83,100,0,0,5,212,2,0,2,6,4,7,0,1,16,14,0,2,29,9,14,93,0,0,8,0,60,0,1,0,0,0,1,0,0,0,0.05902379751205444,0.7094421982765198,0.15477074682712555,0.07676325738430023,1.2492734640836716,1,Jack Higgins,0,16083,21,St Kilda,2021,1
4,80,0,0,0,2,0,82,23,43,0,0,3,65,2,0,2,3,1,3,0,0,9,10,1,0,13,12,12,84,0,0,0,0,162,1,0,0,0,0,1,0,0,0,0.9999520778656006,3.534093775670044e-5,6.9428888309630565e-6,5.586381121247541e-6,6.598585878236918e-5,0,Jason Johannisen,0,16085,21,Western Bulldogs,2021,0
9,100,1,1,1,0,0,85,52,68,0,0,1,61,0,1,3,5,2,4,0,1,7,11.9,0,0,1,10,8,58,0,0,0,0,17,1,0,0,0,0,1,0,0,0,0.9994848966598511,4.6673297765664756e-4,4.077042103745043e-5,7.622596513101598e-6,5.711416092708532e-4,0,Darcy Cameron,0,15977,10,Collingwood,2021,0
7,78,5,0,3,0,0,70,56,38,0,0,4,193,0,3,4,6,0,0,0,0,12,3,0,0,49,14,5,44,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0.9999735355377197,2.024175955739338e-5,3.0543963021045784e-6,3.1701506486569997e-6,3.5861004107573535e-5,0,Boyd Woodcock,0,15933,7,Port Adelaide,2021,0
9,69,4,0,2,0,3,65,41,57,1,0,1,396,4,0,3,6,0,3,1,1,6,8.4,1,0,45,12,10,72,0,0,0,0,111,1,0,0,0,0,0,0,0,1,0.9991126656532288,7.384111522696912e-4,7.210503099486232e-5,7.679319242015481e-5,0.0011130007915198803,0,Kamdyn McIntosh,0,15896,3,Richmond,2021,0
5,63,4,1,2,1,0,84,45,40,0,0,6,110,1,1,0,3,1,1,0,2,10,0.9,1,0,62,16,17,118,0,0,0,0,135,0,1,0,1,0,0,0,0,0,0.9993207454681396,4.922444350086153e-4,6.784839933970943e-5,1.1915558570763096e-4,9.85407990810927e-4,0,Josh Bruce,0,15913,5,Western Bulldogs,2021,0
10,56,3,1,0,0,0,75,67,66,0,0,4,235,1,2,1,2,3,6,0,0,15,8,0,0,38,5,14,89,0,0,0,0,187,0,1,0,0,1,0,0,0,0,0.9991931319236755,2.8217435465194285e-4,4.0234444895759225e-4,1.223895960720256e-4,0.0014540320407832041,0,Chad Wingard,0,16014,13,Hawthorn,2021,0
8,100,4,0,3,3,0,98,22,27,0,0,1,1,5,0,4,3,0,3,2,0,4,3,1,2,19,7,15,97,0,0,0,0,130,0,1,0,0,0,0,0,0,0,0.9995357990264893,2.821499656420201e-4,8.873799379216507e-5,9.330033208243549e-5,7.395269494736567e-4,0,Kyle Hartigan,0,16084,21,Hawthorn,2021,0
22,88,1,1,0,5,0,84,102,114,0,0,5,462,9,0,1,16,0,5,3,0,3,13.6,4,3,2,16,12,88,1,1,0,0,93,1,0,0,0,1,0,0,0,0,0.7837210893630981,0.14835518598556519,0.06611626595258713,0.0018074634717777371,0.28601010830607265,0,Tom Stewart,0,15934,7,Geelong,2021,0
13,81,2,1,1,0,0,87,74,67,0,0,3,171,2,0,3,11,0,2,0,1,6,2.4,1,0,10,11,12,83,0,0,0,1,122,0,1,0,0,1,0,0,0,0,0.9979687333106995,0.0018605866935104132,7.997336069820449e-5,9.073669934878126e-5,0.002292743512953166,0,Sam Docherty,0,16033,15,Carlton,2021,0
13,81,0,3,0,1,0,82,52,56,0,0,1,227,4,0,4,6,0,2,0,0,5,3.3,0,0,16,9,10,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.9995818734169006,3.78043478121981e-4,1.6575922927586362e-5,2.3491158572142012e-5,4.816687996935798e-4,0,Anthony Scott,0,15876,1,Western Bulldogs,2021,0
13,77,4,0,0,6,0,73,72,81,0,1,4,295,6,0,9,6,0,4,3,0,12,11.9,2,4,2,13,11,79,0,0,0,0,186,0,1,0,0,1,0,0,0,0,0.9960764050483704,0.0031466835644096136,3.576150047592819e-4,4.1928861173801124e-4,0.005119779409142211,0,Hamish Hartlett,0,15903,4,Port Adelaide,2021,0
14,67,3,2,0,0,0,72,74,85,0,1,5,309,4,1,5,7,4,7,0,0,8,10.1,1,0,13,13,10,73,0,0,0,0,33,1,0,0,0,0,1,0,0,0,0.9825320243835449,0.015682844445109367,0.0015655399765819311,2.1954311523586512e-4,0.019472553743980825,0,James Cousins,0,16024,14,Hawthorn,2021,0
10,77,3,3,2,3,0,94,95,126,0,0,7,317,1,2,0,8,0,4,0,1,9,20,1,2,10,7,10,67,0,0,0,0,186,1,0,0,1,0,0,0,0,0,0.6855713725090027,0.0783204659819603,0.23010796308517456,0.006000230088829994,0.5565370824187994,0,Tom J. Lynch,0,16034,16,Richmond,2021,0
15,68,6,1,1,2,0,84,85,66,1,2,4,328,3,0,5,6,0,4,0,1,14,9.2,2,0,15,9,12,81,0,0,0,0,46,1,0,0,0,1,0,0,0,0,0.9976739287376404,0.0011689607053995132,7.002552156336606e-4,4.568201838992536e-4,0.003939931688364595,0,Harry Morrison,0,15910,4,Hawthorn,2021,0
9,82,0,3,0,1,0,86,69,96,0,2,7,114,3,1,0,7,1,2,3,0,5,14.6,5,1,19,6,12,78,0,0,0,0,27,1,0,0,0,0,1,0,0,0,0.9798212051391602,0.00597362220287323,0.01372550893574953,4.7964329132810235e-4,0.0348635699483566,0,Darcy Cameron,0,16084,21,Collingwood,2021,0
9,82,3,0,1,10,0,95,32,53,0,0,0,53,6,0,3,3,0,4,1,0,3,10.1,0,10,9,9,9,63,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0.9993312358856201,4.4947926653549075e-4,1.6400589083787054e-4,5.532394425245002e-5,9.434628809685819e-4,0,Caleb Graham,0,16028,15,Gold Coast,2021,0
16,76,3,3,2,1,0,80,87,96,1,2,6,174,1,1,7,8,0,5,0,1,19,13.6,0,0,5,9,10,69,0,0,0,1,313,0,1,1,0,0,0,0,0,0,0.8910336494445801,0.05766051262617111,0.033588387072086334,0.01771737076342106,0.17798939906060696,0,Joel Selwood,0,15901,3,Geelong,2021,0
12,100,3,2,1,6,0,89,63,83,0,0,1,92,8,0,7,7,0,2,4,0,7,10.8,1,6,9,10,9,64,0,0,0,0,182,0,1,0,0,0,0,0,0,0,0.9862603545188904,0.01135040633380413,0.0011752941645681858,0.0012139315949752927,0.01734278944786638,0,Phil Davis,0,16036,16,Greater Western Sydney,2021,0
8,80,2,2,1,1,0,79,47,49,0,2,2,24,0,0,3,0,0,0,0,0,10,4.9,0,1,29,7,7,49,0,0,0,1,224,1,0,0,0,0,0,0,1,0,0.9999514818191528,2.495264561730437e-5,2.0705201677628793e-5,2.8126046345278155e-6,7.48008628761454e-5,0,Ben McEvoy,0,15890,2,Hawthorn,2021,0
12,63,4,0,1,2,0,85,57,72,0,1,1,326,7,0,6,8,0,9,1,0,9,10.7,0,2,28,9,13,87,0,0,0,0,20,0,1,0,0,1,0,0,0,0,0.9900276064872742,0.009182351641356945,1.7908457084558904e-4,6.109730456955731e-4,0.011373439920134842,0,Trent Rivers,0,15979,11,Melbourne,2021,0
5,63,3,1,0,0,0,75,39,39,0,0,2,124,1,0,2,3,0,2,0,0,7,3.3,0,0,44,6,8,54,0,0,0,0,123,1,0,0,1,0,0,0,0,0,0.9999380111694336,3.5440716601442546e-5,2.0593226508935913e-5,5.970061920379521e-6,9.453735538045294e-5,0,Josh Walker,0,16105,23,North Melbourne,2021,0
