"","season","match_round","player_name","player_team","betfair_votes"
"1953",2021,16,"Matthew Kennedy","Carlton","1.5"
"1954",2021,16,"Andrew Brayshaw","Fremantle","1"
"1955",2021,16,"Callum Mills","Sydney","2"
"1956",2021,16,"Luke Parker","Sydney","2"
"1957",2021,16,"Jordan Dawson","Sydney","1.5"
"1958",2021,16,"Oliver Florent","Sydney","0.5"
"1959",2021,16,"Jack Steele","St Kilda","3"
"1960",2021,16,"Bradley Hill","St Kilda","2"
"1961",2021,16,"Taylor Adams","Collingwood","1"
"1962",2021,16,"Tom Liberatore","Western Bulldogs","1.5"
"1963",2021,16,"Bailey Dale","Western Bulldogs","1.5"
"1964",2021,16,"Ben Cunnington","North Melbourne","1.5"
"1965",2021,16,"Cody Weightman","Western Bulldogs","0.5"
"1966",2021,16,"Marcus Bontempelli","Western Bulldogs","0.5"
"1967",2021,16,"Jack Macrae","Western Bulldogs","0.5"
"1968",2021,17,"Christian Petracca","Melbourne","3"
"1969",2021,17,"Ollie Wines","Port Adelaide","1.5"
"1970",2021,17,"Clayton Oliver","Melbourne","1"
"1971",2021,17,"Tom McDonald","Melbourne","0.5"
"1972",2021,17,"Zach Merrett","Essendon","3"
"1973",2021,17,"Nick Hind","Essendon","1"
"1974",2021,17,"Archie Perkins","Essendon","1"
"1975",2021,17,"Jordan Ridley","Essendon","0.5"
"1976",2021,17,"Mason Redman","Essendon","0.5"
"1977",2021,17,"Nat Fyfe","Fremantle","2"
"1978",2021,17,"Sean Darcy","Fremantle","2"
"1979",2021,17,"David Mundy","Fremantle","2"
"1980",2021,17,"Sam Walsh","Carlton","2"
"1981",2021,17,"Zach Tuohy","Geelong","2"
"1982",2021,17,"Shaun Higgins","Geelong","1"
"1983",2021,17,"Tom Stewart","Geelong","1"
"1984",2021,17,"Jack Steele","St Kilda","3"
"1985",2021,17,"Tim Membrey","St Kilda","1"
"1986",2021,17,"Lachie Neale","Brisbane Lions","1"
"1987",2021,17,"Luke Dunstan","St Kilda","1"
"1988",2021,17,"Touk Miller","Gold Coast","3"
"1989",2021,17,"David Swallow","Gold Coast","1"
"1990",2021,17,"Josh Kelly","Greater Western Sydney","1"
"1991",2021,17,"Jacob Hopper","Greater Western Sydney","0.5"
"1992",2021,17,"Brandon Ellis","Gold Coast","0.5"
"1993",2021,17,"Jordan Dawson","Sydney","3"
"1994",2021,17,"Bailey Smith","Western Bulldogs","1"
"1995",2021,17,"Callum Mills","Sydney","1"
"1996",2021,17,"Luke Parker","Sydney","0.5"
"1997",2021,17,"Marcus Bontempelli","Western Bulldogs","0.5"
"1998",2021,17,"Taylor Adams","Collingwood","2.5"
"1999",2021,17,"Jordan deGoey","Collingwood","1.5"
"2000",2021,17,"Brodie Grundy","Collingwood","1"
"2001",2021,17,"Jack Crisp","Collingwood","1"
"2002",2021,17,"Jaidyn Stephenson","North Melbourne","3"
"2003",2021,17,"Jy Simpkin","North Melbourne","1"
"2004",2021,17,"Ben Cunnington","North Melbourne","1"
"2005",2021,17,"Jack Ziebell","North Melbourne","1"
"2006",2021,18,"Patrick Dangerfield","Geelong","2"
"2007",2021,18,"Sam Menegola","Geelong","2"
"2008",2021,18,"Zach Tuohy","Geelong","1.5"
"2009",2021,18,"Cameron Guthrie","Geelong","0.5"
"2010",2021,18,"Jack Riewoldt","Richmond","3"
"2011",2021,18,"Hugh McCluggage","Brisbane Lions","1"
"2012",2021,18,"Toby Nankervis","Richmond","1"
"2013",2021,18,"Jack Graham","Richmond","1"
"2014",2021,18,"Ollie Wines","Port Adelaide","3"
"2015",2021,18,"Jack Steele","St Kilda","1.5"
"2016",2021,18,"Karl Amon","Port Adelaide","1"
"2017",2021,18,"Mitch Georgiades","Port Adelaide","0.5"
"2018",2021,18,"Marcus Bontempelli","Western Bulldogs","2"
"2019",2021,18,"Touk Miller","Gold Coast","1.5"
"2020",2021,18,"Bailey Smith","Western Bulldogs","1"
"2021",2021,18,"Jack Macrae","Western Bulldogs","0.5"
"2022",2021,18,"Nick Holman","Gold Coast","0.5"
"2023",2021,18,"Jeremy Sharp","Gold Coast","0.5"
"2024",2021,18,"Tom Mitchell","Hawthorn","2"
"2025",2021,18,"Clayton Oliver","Melbourne","1.5"
"2026",2021,18,"Christian Petracca","Melbourne","1.5"
"2027",2021,18,"James Worpel","Hawthorn","0.5"
"2028",2021,18,"Jack Viney","Melbourne","0.5"
"2029",2021,18,"Darcy Parish","Essendon","2"
"2030",2021,18,"Zach Merrett","Essendon","2"
"2031",2021,18,"Jake Stringer","Essendon","1.5"
"2032",2021,18,"Peter Wright","Essendon","0.5"
"2033",2021,18,"Sam Walsh","Carlton","3"
"2034",2021,18,"Jordan deGoey","Collingwood","2"
"2035",2021,18,"Matthew Kennedy","Carlton","1"
"2036",2021,18,"Jamie Cripps","West Coast","3"
"2037",2021,18,"Ben Keays","Adelaide","1.5"
"2038",2021,18,"Tim Kelly","West Coast","0.5"
"2039",2021,18,"Andrew Gaff","West Coast","0.5"
"2040",2021,18,"Paul Seedsman","Adelaide","0.5"
"2041",2021,18,"Luke Parker","Sydney","2"
"2042",2021,18,"Josh P. Kennedy","Sydney","2"
"2043",2021,18,"George Hewett","Sydney","1"
"2044",2021,18,"Lance Franklin","Sydney","0.5"
"2045",2021,18,"Tom Papley","Sydney","0.5"
"2046",2021,19,"Willem Drew","Port Adelaide","3"
"2047",2021,19,"Ollie Wines","Port Adelaide","1"
"2048",2021,19,"Jack Crisp","Collingwood","1"
"2049",2021,19,"Travis Boak","Port Adelaide","1"
"2050",2021,19,"Nick Larkey","North Melbourne","3"
"2051",2021,19,"Tarryn Thomas","North Melbourne","2"
"2052",2021,19,"Jy Simpkin","North Melbourne","1"
"2053",2021,19,"Jarryd Lyons","Brisbane Lions","2"
"2054",2021,19,"Oscar McInerney","Brisbane Lions","1.5"
"2055",2021,19,"Mitch Robinson","Brisbane Lions","1.5"
"2056",2021,19,"Brayden Fiorini","Gold Coast","0.5"
"2057",2021,19,"Touk Miller","Gold Coast","0.5"
"2058",2021,19,"Dom Sheed","West Coast","3"
"2059",2021,19,"Max King","St Kilda","2"
"2060",2021,19,"Tim Kelly","West Coast","1"
"2061",2021,19,"Caleb Daniel","Western Bulldogs","3"
"2062",2021,19,"Marcus Bontempelli","Western Bulldogs","2"
"2063",2021,19,"Clayton Oliver","Melbourne","1"
"2064",2021,19,"Rory Laird","Adelaide","3"
"2065",2021,19,"Tom Mitchell","Hawthorn","2"
"2066",2021,19,"Ben Keays","Adelaide","0.5"
"2067",2021,19,"Reilly O'Brien","Adelaide","0.5"
"2068",2021,19,"Isaac Heeney","Sydney","3"
"2069",2021,19,"Luke Parker","Sydney","2"
"2070",2021,19,"Josh P. Kennedy","Sydney","1"
"2071",2021,19,"Patrick Dangerfield","Geelong","2.5"
"2072",2021,19,"Cameron Guthrie","Geelong","1.5"
"2073",2021,19,"Tom Stewart","Geelong","1"
"2074",2021,19,"Isaac Smith","Geelong","0.5"
"2075",2021,19,"Tom Hawkins","Geelong","0.5"
"2076",2021,19,"Lachie Whitfield","Greater Western Sydney","3"
"2077",2021,19,"Tom Green","Greater Western Sydney","1.5"
"2078",2021,19,"Dyson Heppell","Essendon","1"
"2079",2021,19,"Jordan Ridley","Essendon","0.5"
"2080",2021,20,"Sam Walsh","Carlton","2.5"
"2081",2021,20,"Jack Silvagni","Carlton","2"
"2082",2021,20,"Jack Steele","St Kilda","1"
"2083",2021,20,"Harry McKay","Carlton","0.5"
"2084",2021,20,"Bailey Dale","Western Bulldogs","2"
"2085",2021,20,"Caleb Daniel","Western Bulldogs","2"
"2086",2021,20,"Bailey Smith","Western Bulldogs","2"
"2087",2021,20,"Cameron Guthrie","Geelong","2.5"
"2088",2021,20,"Zach Guthrie","Geelong","1.5"
"2089",2021,20,"Aaron Hall","North Melbourne","1"
"2090",2021,20,"Jy Simpkin","North Melbourne","1"
"2091",2021,20,"Jordan deGoey","Collingwood","3"
"2092",2021,20,"Jack Crisp","Collingwood","2"
"2093",2021,20,"Steele Sidebottom","Collingwood","1"
"2094",2021,20,"Clayton Oliver","Melbourne","3"
"2095",2021,20,"Christian Petracca","Melbourne","2"
"2096",2021,20,"Touk Miller","Gold Coast","0.5"
"2097",2021,20,"Luke Jackson","Melbourne","0.5"
"2098",2021,20,"Chad Wingard","Hawthorn","3"
"2099",2021,20,"Jaeger O'Meara","Hawthorn","2"
"2100",2021,20,"Tom Mitchell","Hawthorn","1"
"2101",2021,20,"Zach Merrett","Essendon","2.5"
"2102",2021,20,"Callum Mills","Sydney","1.5"
"2103",2021,20,"Luke Parker","Sydney","1"
"2104",2021,20,"Darcy Parish","Essendon","1"
"2105",2021,20,"Andrew Brayshaw","Fremantle","3"
"2106",2021,20,"Adam Cerra","Fremantle","2"
"2107",2021,20,"Sydney Stack","Richmond","1"
"2108",2021,20,"Karl Amon","Port Adelaide","2.5"
"2109",2021,20,"Jacob Hopper","Greater Western Sydney","1"
"2110",2021,20,"Ollie Wines","Port Adelaide","1"
"2111",2021,20,"Travis Boak","Port Adelaide","1"
"2112",2021,20,"Josh Kelly","Greater Western Sydney","0.5"
"2113",2021,21,"Tim Taranto","Greater Western Sydney","2"
"2114",2021,21,"Sam Taylor","Greater Western Sydney","1.5"
"2115",2021,21,"Isaac Cumming","Greater Western Sydney","1"
"2116",2021,21,"Toby Greene","Greater Western Sydney","1"
"2117",2021,21,"Lachie Whitfield","Greater Western Sydney","0.5"
"2118",2021,21,"Touk Miller","Gold Coast","2.5"
"2119",2021,21,"Noah Anderson","Gold Coast","2"
"2120",2021,21,"Wil Powell","Gold Coast","1.5"
"2121",2021,21,"Jack Graham","Richmond","2"
"2122",2021,21,"Nick Vlastuin","Richmond","1.5"
"2123",2021,21,"Dion Prestia","Richmond","1.5"
"2124",2021,21,"Aaron Hall","North Melbourne","1"
"2125",2021,21,"Jack Steele","St Kilda","3"
"2126",2021,21,"Rowan Marshall","St Kilda","2"
"2127",2021,21,"Jack Sinclair","St Kilda","0.5"
"2128",2021,21,"Jack Higgins","St Kilda","0.5"
"2129",2021,21,"Aliir Aliir","Port Adelaide","2.5"
"2130",2021,21,"Rory Laird","Adelaide","1.5"
"2131",2021,21,"Willem Drew","Port Adelaide","1"
"2132",2021,21,"Ollie Wines","Port Adelaide","0.5"
"2133",2021,21,"Paul Seedsman","Adelaide","0.5"
"2134",2021,21,"Tom Mitchell","Hawthorn","3"
"2135",2021,21,"Jack Scrimshaw","Hawthorn","1"
"2136",2021,21,"Taylor Adams","Collingwood","1"
"2137",2021,21,"Jack Crisp","Collingwood","1"
"2138",2021,21,"Peter Wright","Essendon","3"
"2139",2021,21,"Zach Merrett","Essendon","1.5"
"2140",2021,21,"Marcus Bontempelli","Western Bulldogs","1"
"2141",2021,21,"Jack Macrae","Western Bulldogs","0.5"
"2142",2021,21,"Dayne Zorko","Brisbane Lions","3"
"2143",2021,21,"Hugh McCluggage","Brisbane Lions","1.5"
"2144",2021,21,"Caleb Serong","Fremantle","0.5"
"2145",2021,21,"Jarryd Lyons","Brisbane Lions","0.5"
"2146",2021,21,"Joe Daniher","Brisbane Lions","0.5"
"2147",2021,21,"Christian Petracca","Melbourne","2.5"
"2148",2021,21,"Elliot Yeo","West Coast","1.5"
"2149",2021,21,"James Harmes","Melbourne","1.5"
"2150",2021,21,"Clayton Oliver","Melbourne","0.5"
"2151",2021,22,"Josh Kelly","Greater Western Sydney","2.5"
"2152",2021,22,"Tim Taranto","Greater Western Sydney","2"
"2153",2021,22,"Jacob Hopper","Greater Western Sydney","1"
"2154",2021,22,"Isaac Cumming","Greater Western Sydney","0.5"
"2155",2021,22,"Daniel Howe","Hawthorn","2"
"2156",2021,22,"Chad Wingard","Hawthorn","2"
"2157",2021,22,"Tom Mitchell","Hawthorn","1.5"
"2158",2021,22,"Tom Liberatore","Western Bulldogs","0.5"
"2159",2021,22,"Patrick Dangerfield","Geelong","2.5"
"2160",2021,22,"Sam Menegola","Geelong","2"
"2161",2021,22,"Cameron Guthrie","Geelong","1"
"2162",2021,22,"Jack Steele","St Kilda","0.5"
"2163",2021,22,"Travis Boak","Port Adelaide","3"
"2164",2021,22,"Aliir Aliir","Port Adelaide","1.5"
"2165",2021,22,"Karl Amon","Port Adelaide","1"
"2166",2021,22,"Ollie Wines","Port Adelaide","0.5"
"2167",2021,22,"Hugh McCluggage","Brisbane Lions","2"
"2168",2021,22,"Jarryd Lyons","Brisbane Lions","1.5"
"2169",2021,22,"Lachie Neale","Brisbane Lions","1.5"
"2170",2021,22,"Dayne Zorko","Brisbane Lions","0.5"
"2171",2021,22,"Charlie Cameron","Brisbane Lions","0.5"
"2172",2021,22,"Luke Parker","Sydney","3"
"2173",2021,22,"Will Hayward","Sydney","2"
"2174",2021,22,"Aaron Hall","North Melbourne","1"
"2175",2021,22,"Bayley Fritsch","Melbourne","2"
"2176",2021,22,"Christian Petracca","Melbourne","1.5"
"2177",2021,22,"Paul Seedsman","Adelaide","1"
"2178",2021,22,"Clayton Oliver","Melbourne","0.5"
"2179",2021,22,"Ed Langdon","Melbourne","0.5"
"2180",2021,22,"Christian Salem","Melbourne","0.5"
"2181",2021,22,"Jake Stringer","Essendon","3"
"2182",2021,22,"Darcy Parish","Essendon","2"
"2183",2021,22,"Nick Hind","Essendon","1"
"2184",2021,22,"Caleb Serong","Fremantle","3"
"2185",2021,22,"Luke Ryan","Fremantle","2"
"2186",2021,22,"David Mundy","Fremantle","1"
"2187",2021,23,"Travis Boak","Port Adelaide","3"
"2188",2021,23,"Ollie Wines","Port Adelaide","1.5"
"2189",2021,23,"Robbie Gray","Port Adelaide","1.5"
"2190",2021,23,"Chad Wingard","Hawthorn","3"
"2191",2021,23,"Jaeger O'Meara","Hawthorn","2"
"2192",2021,23,"Tom Mitchell","Hawthorn","1"
"2193",2021,23,"Jordan Dawson","Sydney","2"
"2194",2021,23,"Lance Franklin","Sydney","2"
"2195",2021,23,"Touk Miller","Gold Coast","1"
"2196",2021,23,"Jake Lloyd","Sydney","0.5"
"2197",2021,23,"Isaac Heeney","Sydney","0.5"
"2198",2021,23,"Dayne Zorko","Brisbane Lions","2"
"2199",2021,23,"Nic Naitanui","West Coast","1.5"
"2200",2021,23,"Lachie Neale","Brisbane Lions","1"
"2201",2021,23,"Daniel Rich","Brisbane Lions","1"
"2202",2021,23,"Luke Shuey","West Coast","0.5"
"2203",2021,23,"Clayton Oliver","Melbourne","3"
"2204",2021,23,"Max Gawn","Melbourne","2"
"2205",2021,23,"Joel Selwood","Geelong","1"
"2206",2021,23,"Callan Ward","Greater Western Sydney","3"
"2207",2021,23,"Ed Curnow","Carlton","2"
"2208",2021,23,"Josh Kelly","Greater Western Sydney","1"
"2209",2021,23,"Jack Steele","St Kilda","2.5"
"2210",2021,23,"Rowan Marshall","St Kilda","1"
"2211",2021,23,"Caleb Serong","Fremantle","1"
"2212",2021,23,"Andrew Brayshaw","Fremantle","0.5"
"2213",2021,23,"Cooper Sharman","St Kilda","0.5"
"2214",2021,23,"Zak Jones","St Kilda","0.5"
"2215",2021,23,"Jake Stringer","Essendon","2"
"2216",2021,23,"Devon Smith","Essendon","1"
"2217",2021,23,"Mason Redman","Essendon","1"
"2218",2021,23,"Taylor Adams","Collingwood","1"
"2219",2021,23,"Jamie Elliott","Collingwood","0.5"
"2220",2021,23,"Zach Merrett","Essendon","0.5"
"2221",2021,23,"Ben Keays","Adelaide","3"
"2222",2021,23,"Rory Laird","Adelaide","2"
"2223",2021,23,"Aaron Hall","North Melbourne","1"
