"","season","match_round","player_name","player_team","betfair_votes"
"984",2020,6,"Michael Walters","Fremantle","3"
"985",2020,6,"Andrew Brayshaw","Fremantle","2"
"986",2020,6,"Nat Fyfe","Fremantle","1"
"987",2020,6,"Tim Kelly","West Coast","2.5"
"988",2020,6,"Dom Sheed","West Coast","1.5"
"989",2020,6,"Elliot Yeo","West Coast","1"
"990",2020,6,"Brodie Smith","Adelaide","1"
"991",2020,6,"Christian Petracca","Melbourne","2.5"
"992",2020,6,"Max Gawn","Melbourne","2"
"993",2020,6,"Jack Viney","Melbourne","1.5"
"994",2020,6,"David Zaharakis","Essendon","2.5"
"995",2020,6,"Andrew McGrath","Essendon","1.5"
"996",2020,6,"Todd Goldstein","North Melbourne","1"
"997",2020,6,"Adam Saad","Essendon","0.5"
"998",2020,6,"Darcy Parish","Essendon","0.5"
"999",2020,6,"Kane Farrell","Port Adelaide","2"
"1000",2020,6,"Lachie Whitfield","Greater Western Sydney","1.5"
"1001",2020,6,"Sam Powell-Pepper","Port Adelaide","1.5"
"1002",2020,6,"Dan Houston","Port Adelaide","1"
"1003",2020,6,"Kane Lambert","Richmond","2"
"1004",2020,6,"Jayden Short","Richmond","2"
"1005",2020,6,"Callum Mills","Sydney","2"
"1006",2020,6,"Ed Curnow","Carlton","1.5"
"1007",2020,6,"Eddie Betts","Carlton","1.5"
"1008",2020,6,"Bailey Smith","Western Bulldogs","1"
"1009",2020,6,"Marcus Bontempelli","Western Bulldogs","1"
"1010",2020,6,"Michael Gibbons","Carlton","0.5"
"1011",2020,6,"Lachie Hunter","Western Bulldogs","0.5"
"1012",2020,7,"Jordan deGoey","Collingwood","3"
"1013",2020,7,"Adam Treloar","Collingwood","1.5"
"1014",2020,7,"Patrick Dangerfield","Geelong","1"
"1015",2020,7,"Scott Pendlebury","Collingwood","0.5"
"1016",2020,7,"Tim English","Western Bulldogs","3"
"1017",2020,7,"Marcus Bontempelli","Western Bulldogs","1.5"
"1018",2020,7,"Jack Macrae","Western Bulldogs","1"
"1019",2020,7,"Lachie Hunter","Western Bulldogs","0.5"
"1020",2020,7,"Dayne Zorko","Brisbane Lions","1.5"
"1021",2020,7,"Zac Bailey","Brisbane Lions","1.5"
"1022",2020,7,"Stephen Coniglio","Greater Western Sydney","1"
"1023",2020,7,"Grant Birchall","Brisbane Lions","1"
"1024",2020,7,"Harris Andrews","Brisbane Lions","1"
"1025",2020,7,"Hugh Greenwood","Gold Coast","3"
"1026",2020,7,"David Swallow","Gold Coast","1"
"1027",2020,7,"Izak Rankine","Gold Coast","1"
"1028",2020,7,"Luke Parker","Sydney","1"
"1029",2020,7,"Derek Eggmolesse-Smith","Richmond","2"
"1030",2020,7,"Shai Bolton","Richmond","1.5"
"1031",2020,7,"Shaun Higgins","North Melbourne","1.5"
"1032",2020,7,"Jayden Short","Richmond","1"
"1033",2020,7,"Charlie Dixon","Port Adelaide","2"
"1034",2020,7,"Patrick Cripps","Carlton","2"
"1035",2020,7,"Peter Ladhams","Port Adelaide","1"
"1036",2020,7,"Tom Jonas","Port Adelaide","0.5"
"1037",2020,7,"Sam Walsh","Carlton","0.5"
"1038",2020,7,"Max Gawn","Melbourne","3"
"1039",2020,7,"Christian Petracca","Melbourne","2"
"1040",2020,7,"Clayton Oliver","Melbourne","1"
"1041",2020,7,"Josh J. Kennedy","West Coast","2"
"1042",2020,7,"Brad Sheppard","West Coast","2"
"1043",2020,7,"Tim Kelly","West Coast","1"
"1044",2020,7,"Elliot Yeo","West Coast","1"
"1045",2020,7,"Jack Steele","St Kilda","3"
"1046",2020,7,"Tom Doedee","Adelaide","1.5"
"1047",2020,7,"Jade Gresham","St Kilda","1"
"1048",2020,7,"Zak Jones","St Kilda","0.5"
"1049",2020,8,"Jack Macrae","Western Bulldogs","2"
"1050",2020,8,"Bailey Smith","Western Bulldogs","1.5"
"1051",2020,8,"Hayden Crozier","Western Bulldogs","1"
"1052",2020,8,"Caleb Daniel","Western Bulldogs","1"
"1053",2020,8,"David Swallow","Gold Coast","0.5"
"1054",2020,8,"Toby Greene","Greater Western Sydney","2.5"
"1055",2020,8,"Dustin Martin","Richmond","1.5"
"1056",2020,8,"Josh Kelly","Greater Western Sydney","1.5"
"1057",2020,8,"Lachie Whitfield","Greater Western Sydney","0.5"
"1058",2020,8,"Matthew Kennedy","Carlton","2"
"1059",2020,8,"Sam Walsh","Carlton","1.5"
"1060",2020,8,"Jared Polec","North Melbourne","1.5"
"1061",2020,8,"Ed Curnow","Carlton","0.5"
"1062",2020,8,"Will Setterfield","Carlton","0.5"
"1063",2020,8,"Tom Papley","Sydney","2"
"1064",2020,8,"Dane Rampe","Sydney","2"
"1065",2020,8,"Jake Lloyd","Sydney","1.5"
"1066",2020,8,"Luke Parker","Sydney","0.5"
"1067",2020,8,"Hunter Clark","St Kilda","2"
"1068",2020,8,"Rowan Marshall","St Kilda","2"
"1069",2020,8,"Jack Steele","St Kilda","1.5"
"1070",2020,8,"Zak Jones","St Kilda","0.5"
"1071",2020,8,"Zach Merrett","Essendon","3"
"1072",2020,8,"Andrew McGrath","Essendon","2"
"1073",2020,8,"Jordan Ridley","Essendon","1"
"1074",2020,8,"Josh J. Kennedy","West Coast","3"
"1075",2020,8,"Tim Kelly","West Coast","2"
"1076",2020,8,"Andrew Gaff","West Coast","1"
"1077",2020,8,"Lachie Neale","Brisbane Lions","3"
"1078",2020,8,"Jarryd Lyons","Brisbane Lions","1"
"1079",2020,8,"Clayton Oliver","Melbourne","1"
"1080",2020,8,"Jack Viney","Melbourne","1"
"1081",2020,8,"Cameron Guthrie","Geelong","2"
"1082",2020,8,"Mitch Duncan","Geelong","2"
"1083",2020,8,"Andrew Brayshaw","Fremantle","1"
"1084",2020,8,"Sam Menegola","Geelong","1"
"1085",2020,9,"Dustin Martin","Richmond","3"
"1086",2020,9,"Jack Macrae","Western Bulldogs","1.5"
"1087",2020,9,"Shai Bolton","Richmond","1.5"
"1088",2020,9,"Travis Boak","Port Adelaide","3"
"1089",2020,9,"Ollie Wines","Port Adelaide","1.5"
"1090",2020,9,"Karl Amon","Port Adelaide","1.5"
"1091",2020,9,"Tom Mitchell","Hawthorn","2"
"1092",2020,9,"Patrick Cripps","Carlton","2"
"1093",2020,9,"Jack Gunston","Hawthorn","1"
"1094",2020,9,"Liam Shiels","Hawthorn","0.5"
"1095",2020,9,"Isaac Smith","Hawthorn","0.5"
"1096",2020,9,"Lachie Neale","Brisbane Lions","3"
"1097",2020,9,"Charlie Cameron","Brisbane Lions","2"
"1098",2020,9,"Andrew McGrath","Essendon","1"
"1099",2020,9,"Luke McDonald","North Melbourne","2.5"
"1100",2020,9,"Aaron Hall","North Melbourne","2"
"1101",2020,9,"Jed Anderson","North Melbourne","1.5"
"1102",2020,9,"Jack Steele","St Kilda","2"
"1103",2020,9,"Jade Gresham","St Kilda","2"
"1104",2020,9,"Zak Jones","St Kilda","1"
"1105",2020,9,"Luke Parker","Sydney","0.5"
"1106",2020,9,"Nick Hind","St Kilda","0.5"
"1107",2020,9,"Tim Kelly","West Coast","2"
"1108",2020,9,"Dom Sheed","West Coast","1.5"
"1109",2020,9,"Nic Naitanui","West Coast","1.5"
"1110",2020,9,"Elliot Yeo","West Coast","0.5"
"1111",2020,9,"Tom Stewart","Geelong","0.5"
"1112",2020,9,"Lachie Whitfield","Greater Western Sydney","2"
"1113",2020,9,"Josh Kelly","Greater Western Sydney","2"
"1114",2020,9,"Jacob Hopper","Greater Western Sydney","1.5"
"1115",2020,9,"Zac Williams","Greater Western Sydney","0.5"
"1116",2020,9,"David Mundy","Fremantle","2.5"
"1117",2020,9,"Nat Fyfe","Fremantle","2"
"1118",2020,9,"Steele Sidebottom","Collingwood","1.5"
"1119",2020,10,"Zak Butters","Port Adelaide","2.5"
"1120",2020,10,"Jack Macrae","Western Bulldogs","1.5"
"1121",2020,10,"Marcus Bontempelli","Western Bulldogs","1"
"1122",2020,10,"Peter Ladhams","Port Adelaide","0.5"
"1123",2020,10,"Tom Rockliff","Port Adelaide","0.5"
"1124",2020,10,"Shai Bolton","Richmond","2"
"1125",2020,10,"Liam Baker","Richmond","2"
"1126",2020,10,"Dustin Martin","Richmond","1.5"
"1127",2020,10,"Jarryd Lyons","Brisbane Lions","0.5"
"1128",2020,10,"Cameron Guthrie","Geelong","3"
"1129",2020,10,"Tom Hawkins","Geelong","1.5"
"1130",2020,10,"Sam Menegola","Geelong","1"
"1131",2020,10,"Gryan Miers","Geelong","0.5"
"1132",2020,10,"Clayton Oliver","Melbourne","3"
"1133",2020,10,"Jack Viney","Melbourne","2"
"1134",2020,10,"Christian Petracca","Melbourne","0.5"
"1135",2020,10,"Matt Crouch","Adelaide","0.5"
"1136",2020,10,"Josh Daicos","Collingwood","3"
"1137",2020,10,"Taylor Adams","Collingwood","2"
"1138",2020,10,"Jake Lloyd","Sydney","0.5"
"1139",2020,10,"Adam Treloar","Collingwood","0.5"
"1140",2020,10,"Jack Steele","St Kilda","2.5"
"1141",2020,10,"Dan Butler","St Kilda","2"
"1142",2020,10,"Jack Billings","St Kilda","1"
"1143",2020,10,"Touk Miller","Gold Coast","0.5"
"1144",2020,10,"Tim Taranto","Greater Western Sydney","2"
"1145",2020,10,"Stephen Coniglio","Greater Western Sydney","2"
"1146",2020,10,"Zach Merrett","Essendon","2"
"1147",2020,11,"Ollie Wines","Port Adelaide","3"
"1148",2020,11,"Travis Boak","Port Adelaide","2"
"1149",2020,11,"Robbie Gray","Port Adelaide","1"
"1150",2020,11,"Lachie Neale","Brisbane Lions","3"
"1151",2020,11,"Jack Macrae","Western Bulldogs","2"
"1152",2020,11,"Dayne Zorko","Brisbane Lions","1"
"1153",2020,11,"Dom Sheed","West Coast","3"
"1154",2020,11,"Nic Naitanui","West Coast","1"
"1155",2020,11,"Elliot Yeo","West Coast","1"
"1156",2020,11,"Liam Duggan","West Coast","0.5"
"1157",2020,11,"Tim Kelly","West Coast","0.5"
"1158",2020,11,"Christian Petracca","Melbourne","3"
"1159",2020,11,"Angus Brayshaw","Melbourne","2"
"1160",2020,11,"Clayton Oliver","Melbourne","1"
"1161",2020,11,"Sam Menegola","Geelong","2.5"
"1162",2020,11,"Gary Rohan","Geelong","2"
"1163",2020,11,"Tom Hawkins","Geelong","1"
"1164",2020,11,"Mitch Duncan","Geelong","0.5"
"1165",2020,11,"Andrew Brayshaw","Fremantle","2.5"
"1166",2020,11,"Nat Fyfe","Fremantle","2"
"1167",2020,11,"Adam Cerra","Fremantle","1.5"
"1168",2020,11,"Taylor Adams","Collingwood","2.5"
"1169",2020,11,"Rory Laird","Adelaide","2"
"1170",2020,11,"Brayden Maynard","Collingwood","1"
"1171",2020,11,"Jack Crisp","Collingwood","0.5"
"1172",2020,11,"Andrew McGrath","Essendon","2"
"1173",2020,11,"Zach Merrett","Essendon","2"
"1174",2020,11,"Jordan Ridley","Essendon","1"
"1175",2020,11,"Lachie Weller","Gold Coast","1"
"1176",2020,12,"Luke Parker","Sydney","2"
"1177",2020,12,"Dane Rampe","Sydney","1.5"
"1178",2020,12,"Jake Lloyd","Sydney","1"
"1179",2020,12,"Josh Kelly","Greater Western Sydney","0.5"
"1180",2020,12,"James Rowbottom","Sydney","0.5"
"1181",2020,12,"Nick Blakey","Sydney","0.5"
"1182",2020,12,"Tom Hawkins","Geelong","3"
"1183",2020,12,"Patrick Dangerfield","Geelong","2"
"1184",2020,12,"Cameron Guthrie","Geelong","1"
"1185",2020,12,"Dayne Zorko","Brisbane Lions","2"
"1186",2020,12,"Jed Anderson","North Melbourne","1.5"
"1187",2020,12,"Jy Simpkin","North Melbourne","1.5"
"1188",2020,12,"Jarryd Lyons","Brisbane Lions","0.5"
"1189",2020,12,"Lachie Neale","Brisbane Lions","0.5"
"1190",2020,12,"Christian Petracca","Melbourne","2"
"1191",2020,12,"Clayton Oliver","Melbourne","1.5"
"1192",2020,12,"Andrew Brayshaw","Fremantle","1.5"
"1193",2020,12,"Ed Langdon","Melbourne","0.5"
"1194",2020,12,"Scott Pendlebury","Collingwood","0.5"
"1195",2020,12,"Ed Curnow","Carlton","2.5"
"1196",2020,12,"Luke Ryan","Fremantle","1.5"
"1197",2020,12,"Patrick Cripps","Carlton","1"
"1198",2020,12,"Nat Fyfe","Fremantle","0.5"
"1199",2020,12,"Sam Walsh","Carlton","0.5"
"1200",2020,12,"Marcus Bontempelli","Western Bulldogs","2.5"
"1201",2020,12,"Bailey Smith","Western Bulldogs","2"
"1202",2020,12,"Aaron Naughton","Western Bulldogs","1"
"1203",2020,12,"Lachie Hunter","Western Bulldogs","0.5"
"1204",2020,12,"Zak Jones","St Kilda","2"
"1205",2020,12,"Josh Battle","St Kilda","1.5"
"1206",2020,12,"Rowan Marshall","St Kilda","1.5"
"1207",2020,12,"Jack Billings","St Kilda","1"
"1208",2020,12,"Andrew Gaff","West Coast","2"
"1209",2020,12,"Tom Barrass","West Coast","1"
"1210",2020,12,"Nic Naitanui","West Coast","1"
"1211",2020,12,"Tom Mitchell","Hawthorn","1"
"1212",2020,12,"Luke Shuey","West Coast","1"
"1213",2020,12,"Trent Cotchin","Richmond","2.5"
"1214",2020,12,"Jack Lukosius","Gold Coast","2"
"1215",2020,12,"Noah Anderson","Gold Coast","1.5"
"1216",2020,13,"Marc Murphy","Carlton","2.5"
"1217",2020,13,"Jack Martin","Carlton","2"
"1218",2020,13,"Michael Gibbons","Carlton","1.5"
"1219",2020,13,"Marcus Bontempelli","Western Bulldogs","2.5"
"1220",2020,13,"Jack Macrae","Western Bulldogs","2"
"1221",2020,13,"Christian Petracca","Melbourne","1"
"1222",2020,13,"Mitch Wallis","Western Bulldogs","0.5"
"1223",2020,13,"Travis Boak","Port Adelaide","2.5"
"1224",2020,13,"Tom Rockliff","Port Adelaide","2"
"1225",2020,13,"Sam Powell-Pepper","Port Adelaide","0.5"
"1226",2020,13,"James Worpel","Hawthorn","0.5"
"1227",2020,13,"Scott Lycett","Port Adelaide","0.5"
"1228",2020,13,"Dustin Martin","Richmond","2.5"
"1229",2020,13,"Shai Bolton","Richmond","2"
"1230",2020,13,"Zach Merrett","Essendon","1.5"
"1231",2020,13,"Luke Ryan","Fremantle","2.5"
"1232",2020,13,"David Mundy","Fremantle","2"
"1233",2020,13,"Andrew Brayshaw","Fremantle","1"
"1234",2020,13,"Matt Taberner","Fremantle","0.5"
"1235",2020,13,"Cameron Guthrie","Geelong","2"
"1236",2020,13,"Patrick Dangerfield","Geelong","1.5"
"1237",2020,13,"Mitch Duncan","Geelong","1.5"
"1238",2020,13,"Jack Steven","Geelong","1"
"1239",2020,13,"Jack Steele","St Kilda","2.5"
"1240",2020,13,"Jarrod Berry","Brisbane Lions","2"
"1241",2020,13,"Zak Jones","St Kilda","1"
"1242",2020,13,"Harris Andrews","Brisbane Lions","0.5"
"1243",2020,13,"Nic Naitanui","West Coast","2.5"
"1244",2020,13,"Jeremy McGovern","West Coast","2"
"1245",2020,13,"Josh Kelly","Greater Western Sydney","1"
"1246",2020,13,"Josh Rotham","West Coast","0.5"
"1247",2020,13,"Scott Pendlebury","Collingwood","2"
"1248",2020,13,"Taylor Adams","Collingwood","1.5"
"1249",2020,13,"Brayden Maynard","Collingwood","1.5"
"1250",2020,13,"Steele Sidebottom","Collingwood","1"
"1251",2020,14,"Andrew McGrath","Essendon","2.5"
"1252",2020,14,"Zach Merrett","Essendon","2"
"1253",2020,14,"Joe Daniher","Essendon","1.5"
"1254",2020,14,"Trent Cotchin","Richmond","2"
"1255",2020,14,"Bachar Houli","Richmond","2"
"1256",2020,14,"Noah Balta","Richmond","1"
"1257",2020,14,"Tim Kelly","West Coast","0.5"
"1258",2020,14,"Andrew Gaff","West Coast","0.5"
"1259",2020,14,"Patrick Dangerfield","Geelong","3"
"1260",2020,14,"Cameron Guthrie","Geelong","1"
"1261",2020,14,"Tom Stewart","Geelong","1"
"1262",2020,14,"Lachie Hunter","Western Bulldogs","1"
"1263",2020,14,"Robbie Gray","Port Adelaide","2.5"
"1264",2020,14,"Charlie Dixon","Port Adelaide","1.5"
"1265",2020,14,"Ollie Wines","Port Adelaide","1.5"
"1266",2020,14,"Jake Lloyd","Sydney","0.5"
"1267",2020,14,"Lachie Whitfield","Greater Western Sydney","3"
"1268",2020,14,"Jake Riccardi","Greater Western Sydney","1.5"
"1269",2020,14,"David Mundy","Fremantle","1.5"
"1270",2020,14,"Steven May","Melbourne","2.5"
"1271",2020,14,"Christian Petracca","Melbourne","2"
"1272",2020,14,"Jack Steele","St Kilda","1"
"1273",2020,14,"Max Gawn","Melbourne","0.5"
"1274",2020,14,"Jack Crisp","Collingwood","2"
"1275",2020,14,"Jamie Elliott","Collingwood","1.5"
"1276",2020,14,"Josh Daicos","Collingwood","1.5"
"1277",2020,14,"Sam Walsh","Carlton","1"
"1278",2020,14,"Ben Ainsworth","Gold Coast","2"
"1279",2020,14,"Hugh Greenwood","Gold Coast","2"
"1280",2020,14,"Noah Anderson","Gold Coast","2"
"1281",2020,15,"Matt Crouch","Adelaide","2"
"1282",2020,15,"Brad Crouch","Adelaide","2"
"1283",2020,15,"Reilly O'Brien","Adelaide","2"
"1284",2020,15,"Liam Ryan","West Coast","2"
"1285",2020,15,"Jordan Ridley","Essendon","1.5"
"1286",2020,15,"Dylan Shiel","Essendon","1.5"
"1287",2020,15,"Zach Merrett","Essendon","0.5"
"1288",2020,15,"Kyle Langford","Essendon","0.5"
"1289",2020,15,"Jayden Short","Richmond","2"
"1290",2020,15,"Nat Fyfe","Fremantle","1.5"
"1291",2020,15,"Tom J. Lynch","Richmond","1"
"1292",2020,15,"Blake Acres","Fremantle","1"
"1293",2020,15,"Caleb Serong","Fremantle","0.5"
"1294",2020,15,"Luke Parker","Sydney","3"
"1295",2020,15,"Josh P. Kennedy","Sydney","1.5"
"1296",2020,15,"Jake Lloyd","Sydney","1"
"1297",2020,15,"Max Gawn","Melbourne","0.5"
"1298",2020,15,"Nick Haynes","Greater Western Sydney","3"
"1299",2020,15,"Toby Greene","Greater Western Sydney","1"
"1300",2020,15,"Sam Walsh","Carlton","1"
"1301",2020,15,"Jacob Hopper","Greater Western Sydney","1"
"1302",2020,15,"Jarryd Lyons","Brisbane Lions","2.5"
"1303",2020,15,"Jarrod Berry","Brisbane Lions","1.5"
"1304",2020,15,"Jack Crisp","Collingwood","1"
"1305",2020,15,"Scott Pendlebury","Collingwood","0.5"
"1306",2020,15,"Lachie Neale","Brisbane Lions","0.5"
"1307",2020,16,"Travis Boak","Port Adelaide","3"
"1308",2020,16,"Ollie Wines","Port Adelaide","2"
"1309",2020,16,"Tom Rockliff","Port Adelaide","1"
"1310",2020,16,"Bradley Hill","St Kilda","1.5"
"1311",2020,16,"Jack Steele","St Kilda","1.5"
"1312",2020,16,"Nick Coffield","St Kilda","1"
"1313",2020,16,"Tom Mitchell","Hawthorn","1"
"1314",2020,16,"Zak Jones","St Kilda","1"
"1315",2020,16,"Tom Hawkins","Geelong","2.5"
"1316",2020,16,"Sam Menegola","Geelong","2.5"
"1317",2020,16,"Tom Stewart","Geelong","1"
"1318",2020,16,"Jack Macrae","Western Bulldogs","2"
"1319",2020,16,"Josh Dunkley","Western Bulldogs","2"
"1320",2020,16,"Caleb Daniel","Western Bulldogs","1"
"1321",2020,16,"Lachie Hunter","Western Bulldogs","0.5"
"1322",2020,16,"Marcus Bontempelli","Western Bulldogs","0.5"
"1323",2020,16,"Adam Cerra","Fremantle","2.5"
"1324",2020,16,"Michael Walters","Fremantle","1.5"
"1325",2020,16,"Christian Petracca","Melbourne","1"
"1326",2020,16,"David Mundy","Fremantle","1"
"1327",2020,16,"Rory Laird","Adelaide","2"
"1328",2020,16,"Matt Crouch","Adelaide","2"
"1329",2020,16,"Lachie Whitfield","Greater Western Sydney","1.5"
"1330",2020,16,"Brad Crouch","Adelaide","0.5"
"1331",2020,16,"Sam Walsh","Carlton","3"
"1332",2020,16,"Sam Petrevski-Seton","Carlton","1"
"1333",2020,16,"Jake Lloyd","Sydney","1"
"1334",2020,16,"Patrick Cripps","Carlton","1"
"1335",2020,16,"Lachie Neale","Brisbane Lions","2"
"1336",2020,16,"Hugh McCluggage","Brisbane Lions","2"
"1337",2020,16,"Dayne Zorko","Brisbane Lions","2"
"1338",2020,17,"Tim Kelly","West Coast","3"
"1339",2020,17,"Jack Steele","St Kilda","1.5"
"1340",2020,17,"Andrew Gaff","West Coast","1"
"1341",2020,17,"Liam Ryan","West Coast","0.5"
"1342",2020,17,"Jack Riewoldt","Richmond","1.5"
"1343",2020,17,"Dylan Grimes","Richmond","1.5"
"1344",2020,17,"Cameron Guthrie","Geelong","1"
"1345",2020,17,"Tom Stewart","Geelong","1"
"1346",2020,17,"Dustin Martin","Richmond","1"
"1347",2020,17,"Nat Fyfe","Fremantle","3"
"1348",2020,17,"David Mundy","Fremantle","2"
"1349",2020,17,"Blake Acres","Fremantle","1"
"1350",2020,17,"Tom Rockliff","Port Adelaide","2.5"
"1351",2020,17,"Ollie Wines","Port Adelaide","2"
"1352",2020,17,"Travis Boak","Port Adelaide","1.5"
"1353",2020,17,"Steven May","Melbourne","2"
"1354",2020,17,"Max Gawn","Melbourne","2"
"1355",2020,17,"Christian Petracca","Melbourne","1"
"1356",2020,17,"Tom Green","Greater Western Sydney","0.5"
"1357",2020,17,"Josh Kelly","Greater Western Sydney","0.5"
"1358",2020,17,"Lachlan Sholl","Adelaide","3"
"1359",2020,17,"Rory Laird","Adelaide","1"
"1360",2020,17,"Bryce Gibbs","Adelaide","1"
"1361",2020,17,"Tom Lynch","Adelaide","1"
"1362",2020,17,"Caleb Daniel","Western Bulldogs","3"
"1363",2020,17,"Marcus Bontempelli","Western Bulldogs","2"
"1364",2020,17,"Jack Macrae","Western Bulldogs","0.5"
"1365",2020,17,"Bailey Smith","Western Bulldogs","0.5"
"1366",2020,17,"Jarryd Lyons","Brisbane Lions","2"
"1367",2020,17,"Luke Parker","Sydney","2"
"1368",2020,17,"Daniel Rich","Brisbane Lions","1"
"1369",2020,17,"Josh P. Kennedy","Sydney","1"
"1370",2020,17,"Jordan deGoey","Collingwood","3"
"1371",2020,17,"Jack Crisp","Collingwood","1.5"
"1372",2020,17,"Adam Treloar","Collingwood","1.5"
"1373",2020,18,"Andrew Gaff","West Coast","2"
"1374",2020,18,"Liam Ryan","West Coast","1.5"
"1375",2020,18,"Jed Anderson","North Melbourne","1.5"
"1376",2020,18,"Jared Polec","North Melbourne","0.5"
"1377",2020,18,"Jy Simpkin","North Melbourne","0.5"
"1378",2020,18,"Jack Steele","St Kilda","3"
"1379",2020,18,"Rowan Marshall","St Kilda","2"
"1380",2020,18,"Lachie Whitfield","Greater Western Sydney","1"
"1381",2020,18,"Christian Petracca","Melbourne","2.5"
"1382",2020,18,"Max Gawn","Melbourne","1.5"
"1383",2020,18,"Zach Merrett","Essendon","1"
"1384",2020,18,"Mitch Brown","Melbourne","0.5"
"1385",2020,18,"Christian Salem","Melbourne","0.5"
"1386",2020,18,"Dustin Martin","Richmond","3"
"1387",2020,18,"Reilly O'Brien","Adelaide","1"
"1388",2020,18,"Rory Laird","Adelaide","1"
"1389",2020,18,"Shane Edwards","Richmond","1"
"1390",2020,18,"Daniel Rich","Brisbane Lions","3"
"1391",2020,18,"Lachie Neale","Brisbane Lions","2"
"1392",2020,18,"Sam Walsh","Carlton","1"
"1393",2020,18,"Jack Gunston","Hawthorn","3"
"1394",2020,18,"Tom Mitchell","Hawthorn","2"
"1395",2020,18,"David Swallow","Gold Coast","1"
"1396",2020,18,"Patrick Dangerfield","Geelong","2.5"
"1397",2020,18,"Sam Menegola","Geelong","2"
"1398",2020,18,"Jake Lloyd","Sydney","0.5"
"1399",2020,18,"Josh P. Kennedy","Sydney","0.5"
"1400",2020,18,"Cameron Guthrie","Geelong","0.5"
"1401",2020,18,"Lachie Hunter","Western Bulldogs","3"
"1402",2020,18,"Tom Liberatore","Western Bulldogs","2"
"1403",2020,18,"Nat Fyfe","Fremantle","1"
"1404",2020,18,"Tom Rockliff","Port Adelaide","2"
"1405",2020,18,"Dan Houston","Port Adelaide","1.5"
"1406",2020,18,"Taylor Adams","Collingwood","1.5"
"1407",2020,18,"Robbie Gray","Port Adelaide","1"
"1408",2021,1,"Dustin Martin","Richmond","3"
"1409",2021,1,"Sam Walsh","Carlton","1.5"
"1410",2021,1,"Jack Graham","Richmond","1.5"
"1411",2021,1,"Bailey Smith","Western Bulldogs","3"
"1412",2021,1,"Jack Macrae","Western Bulldogs","1.5"
"1413",2021,1,"Marcus Bontempelli","Western Bulldogs","1"
"1414",2021,1,"Darcy Moore","Collingwood","0.5"
"1415",2021,1,"Christian Petracca","Melbourne","2"
"1416",2021,1,"Clayton Oliver","Melbourne","2"
"1417",2021,1,"Steven May","Melbourne","1.5"
"1418",2021,1,"Tom McDonald","Melbourne","0.5"
"1419",2021,1,"Taylor Walker","Adelaide","3"
"1420",2021,1,"Rory Laird","Adelaide","2"
"1421",2021,1,"Isaac Smith","Geelong","0.5"
"1422",2021,1,"Patrick Dangerfield","Geelong","0.5"
"1423",2021,1,"Tom Mitchell","Hawthorn","2.5"
"1424",2021,1,"Andrew McGrath","Essendon","1.5"
"1425",2021,1,"Zach Merrett","Essendon","1"
"1426",2021,1,"Jaeger O'Meara","Hawthorn","1"
"1427",2021,1,"Callum Mills","Sydney","3"
"1428",2021,1,"Errol Gulden","Sydney","1.5"
"1429",2021,1,"Luke Parker","Sydney","1.5"
"1430",2021,1,"Travis Boak","Port Adelaide","3"
"1431",2021,1,"Ollie Wines","Port Adelaide","1"
"1432",2021,1,"Jaidyn Stephenson","North Melbourne","1"
"1433",2021,1,"Orazio Fantasia","Port Adelaide","1"
"1434",2021,1,"Tim Membrey","St Kilda","2.5"
"1435",2021,1,"Hunter Clark","St Kilda","1.5"
"1436",2021,1,"Jade Gresham","St Kilda","1"
"1437",2021,1,"Jack Billings","St Kilda","0.5"
"1438",2021,1,"Tim Taranto","Greater Western Sydney","0.5"
"1439",2021,1,"Dom Sheed","West Coast","2"
"1440",2021,1,"Tim Kelly","West Coast","2"
"1441",2021,1,"Shannon Hurn","West Coast","1"
"1442",2021,1,"David Swallow","Gold Coast","0.5"
"1443",2021,1,"Oscar Allen","West Coast","0.5"
"1444",2021,2,"Taylor Adams","Collingwood","2.5"
"1445",2021,2,"Scott Pendlebury","Collingwood","1.5"
"1446",2021,2,"Darcy Moore","Collingwood","1.5"
"1447",2021,2,"Jack Crisp","Collingwood","0.5"
"1448",2021,2,"Joel Selwood","Geelong","2.5"
"1449",2021,2,"Zach Tuohy","Geelong","2"
"1450",2021,2,"Cameron Guthrie","Geelong","1.5"
"1451",2021,2,"Taylor Walker","Adelaide","2"
"1452",2021,2,"Braeden Campbell","Sydney","2"
"1453",2021,2,"Errol Gulden","Sydney","1"
"1454",2021,2,"Luke Parker","Sydney","0.5"
"1455",2021,2,"Josh P. Kennedy","Sydney","0.5"
"1456",2021,2,"Zak Butters","Port Adelaide","3"
"1457",2021,2,"Ollie Wines","Port Adelaide","1.5"
"1458",2021,2,"Dan Houston","Port Adelaide","1"
"1459",2021,2,"Jordan Ridley","Essendon","0.5"
"1460",2021,2,"Clayton Oliver","Melbourne","2.5"
"1461",2021,2,"Jack Steele","St Kilda","2"
"1462",2021,2,"Christian Petracca","Melbourne","1"
"1463",2021,2,"Jade Gresham","St Kilda","0.5"
"1464",2021,2,"Noah Anderson","Gold Coast","3"
"1465",2021,2,"Touk Miller","Gold Coast","2"
"1466",2021,2,"Lachie Weller","Gold Coast","1"
"1467",2021,2,"Dustin Martin","Richmond","2.5"
"1468",2021,2,"Changkuoth Jiath","Hawthorn","1.5"
"1469",2021,2,"Tom Mitchell","Hawthorn","1.5"
