kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,prob_0,prob_1,prob_2,prob_3,expected_votes,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,predicted_votes
4,4,7,11,6,55,2,0,0,2,0,0,1,3,0,1,3,8,0,3,1,0,0,86,55,78,0,1,4,72,4,2,1,0,0,2,0,0,2,3,3,0,0,0,1,5,5.8,1,1,2,0,0,7,11,73,0,0,0,0,74,0.011695906432748537,0.028985507246376812,0.03153153153153153,0.01950354609929078,0.09090909090909091,0,0.023255813953488372,0,0.017241379310344827,0.012987012987012988,0.025477707006369428,0,0.13043478260869565,0,0.03571428571428571,0.047619047619047616,0,0,0,1,0,0,0,0,0,0.9996500015258789,1.938498462550342e-4,1.0990298324031755e-4,4.6268301957752556e-5,5.52460718608927e-4,0,Kyle Langford,0,15807,11,Essendon,2020,0
9,3,8,17,13,77,1,0,0,3,0,1,3,0,1,0,6,10,0,0,2,0,0,63,71,95,0,3,6,131,0,2,1,0,0,0,0,2,7,1,4,0,0,0,0,6,13.2,0,1,1,1,37,11,13,89,0,0,0,0,186,0.02608695652173913,0.02054794520547945,0.035398230088495575,0.0297723292469352,0.047619047619047616,0,0.023076923076923078,0.01282051282051282,0.04918032786885246,0.02608695652173913,0.02881844380403458,0,0,0,0,0.024390243902439025,0,1,1,0,0,0,0,0,0,0.998505711555481,0.0012176474556326866,1.654847146710381e-4,1.1123359581688419e-4,0.0018823176724254154,0,Jack Steven,0,15722,5,Geelong,2020,0
10,6,7,17,14,82,0,0,0,1,2,1,0,2,0,1,3,13,0,0,2,0,0,75,63,86,0,0,0,205,3,2,0,1,1,0,0,4,8,0,2,0,0,0,0,7,5.2,0,0,0,0,4,7,8,55,0,0,0,0,33,0.027932960893854747,0.04838709677419355,0.027450980392156862,0.02773246329526917,0,0,0.010101010101010102,0.011627906976744186,0,0.01282051282051282,0.036414565826330535,0,0,0,0.025210084033613446,0,1,0,0,0,0,0,0,0,0,0.9990561604499817,6.795637891627848e-4,2.3749143292661756e-4,2.6827447072719224e-5,0.0012350289962341776,0,Mason Redman,0,15785,10,Essendon,2020,0
5,1,4,9,6,67,1,0,20,2,1,3,3,2,4,0,8,2,0,0,2,0,0,82,64,90,1,2,2,219,3,2,0,0,0,0,0,2,3,0,2,8,48.8,1,0,6,15.9,41,3,1,2,60,7,4,31,0,0,0,0,101,0.013623978201634877,0.006211180124223602,0.018518518518518517,0.015437392795883362,0.05555555555555555,0,0.020202020202020204,0.03571428571428571,0.04918032786885246,0.034334763948497854,0.005747126436781609,0,0,0,0.02631578947368421,0.02857142857142857,1,0,0,0,0,0,0,1,0,0.9998188614845276,1.5464553143829107e-4,2.2230369722819887e-5,4.32745673606405e-6,2.12088641092123e-4,0,Scott Lycett,0,15809,12,Port Adelaide,2020,0
5,2,7,12,10,83,1,0,0,1,0,1,0,3,1,2,6,7,0,0,0,0,0,80,40,59,0,0,2,31,3,3,0,0,0,0,0,5,3,1,4,0,0,1,1,13,6.5,0,1,1,0,52,4,5,34,0,0,0,0,134,0.014124293785310734,0.011695906432748537,0.025089605734767026,0.018957345971563982,0.05555555555555555,0,0.011111111111111112,0.015625,0,0.027777777777777776,0.01674641148325359,0,0,0,0.030612244897959183,0.03125,1,0,1,0,0,0,0,0,0,0.9999321699142456,3.5794382711173967e-5,2.226348442491144e-5,9.720826710690744e-6,1.0948383169306908e-4,0,Mitch Wallis,0,15616,1,Western Bulldogs,2020,0
2,1,0,2,2,100,0,0,0,1,0,2,0,0,0,0,1,1,0,0,12,0,0,87,13,52,0,0,0,96,1,2,0,0,3,0,0,3,2,0,1,0,0,1,0,3,4.4,0,0,0,10,30,8,6,44,0,0,0,0,68,0.005763688760806916,0.009009009009009009,0,0.003787878787878788,0,0,0.009174311926605505,0.023809523809523808,0,0.00398406374501992,0.003952569169960474,0,0,0,0.008130081300813009,0,1,0,0,0,1,0,0,0,0,0.9999566078186035,2.7316544219502248e-5,9.244729881174862e-6,6.79749882692704e-6,6.619850046263309e-5,0,Tom Barrass,0,15662,3,West Coast,2020,0
5,4,7,12,7,58,0,0,0,1,1,1,0,0,0,0,7,7,1,0,2,0,0,83,45,68,0,0,2,162,5,3,0,0,1,0,0,6,3,1,6,0,0,0,0,11,4.4,0,2,0,1,8,6,6,42,0,0,0,0,58,0.014367816091954023,0.025477707006369428,0.026217228464419477,0.01951219512195122,0,0,0.008771929824561403,0.013513513513513514,0,0.028225806451612902,0.01856763925729443,0.0625,0,0,0.03937007874015748,0,0,1,0,0,0,1,0,0,0,0.9996117949485779,2.877252409234643e-4,4.169298699707724e-5,5.880169555894099e-5,5.475163015944418e-4,0,Callum Ah Chee,0,15839,15,Brisbane Lions,2020,0
5,2,6,11,7,64,0,0,0,5,1,1,2,5,1,3,4,7,0,0,0,0,0,65,45,49,1,1,2,114,2,1,0,0,0,0,0,10,3,0,3,0,0,0,0,18,1.3,0,0,0,0,66,9,6,45,0,0,0,0,21,0.01466275659824047,0.0136986301369863,0.02608695652173913,0.01926444833625219,0,0,0.058823529411764705,0.013888888888888888,0.03571428571428571,0.018018018018018018,0.020289855072463767,0,0,0,0.020833333333333332,0,1,0,1,0,0,0,0,0,0,0.9999592304229736,2.5040542823262513e-5,5.2845389291178435e-6,1.0433026545797475e-5,6.690870031889062e-5,0,Rupert Wills,0,15766,8,Collingwood,2020,0
7,2,3,10,7,70,1,1,0,1,1,0,0,2,0,0,3,7,0,1,0,0,0,88,44,69,0,0,4,180,2,1,1,0,0,0,0,2,4,1,3,0,0,0,2,7,7,0,0,2,0,63,4,4,28,0,0,0,0,121,0.019662921348314606,0.013245033112582781,0.013513513513513514,0.01730103806228374,0.0625,0.05555555555555555,0.015873015873015872,0,0,0.012295081967213115,0.021406727828746176,0,0.05263157894736842,0,0.017699115044247787,0.045454545454545456,1,0,0,1,0,0,0,0,0,0.9997991919517517,1.673253282206133e-4,3.14639437419828e-5,2.0391755697346525e-6,2.3637074241378286e-4,0,Aaron Hall,0,15833,14,North Melbourne,2020,0
7,6,2,9,8,89,0,0,3,3,2,1,0,2,0,0,1,9,0,0,3,0,0,97,58,62,0,0,1,181,2,2,0,0,0,0,0,3,6,0,0,0,42.9,1,0,4,4.1,7,0,0,2,24,9,8,57,0,0,0,0,73,0.0196078431372549,0.03333333333333333,0.009259259259259259,0.015706806282722512,0,0,0.031914893617021274,0.0136986301369863,0,0.004761904761904762,0.025139664804469275,0,0,0,0.0196078431372549,0,0,1,0,0,1,0,0,0,0,0.9999203681945801,6.562235648743808e-5,1.1276740224275272e-5,2.681586238395539e-6,9.622059565117524e-5,0,Zaine Cordy,0,15659,3,Western Bulldogs,2020,0
10,5,3,13,12,92,0,0,0,0,8,0,0,0,1,0,5,7,1,0,10,0,0,94,52,107,0,0,1,215,3,6,0,0,4,0,0,2,9,0,3,0,0,2,0,2,10,0,1,0,10,13,7,8,55,0,1,4,1,149,0.03048780487804878,0.04504504504504504,0.011406844106463879,0.021996615905245348,0,0,0,0,0,0.01773049645390071,0.022222222222222223,0.037037037037037035,0,0,0.023622047244094488,0,0,1,0,0,0,0,0,0,0,0.8124428987503052,0.0906238853931427,0.0704030990600586,0.026530109345912933,0.3110204115509987,0,Tom Jonas,0,15778,10,Port Adelaide,2020,0
5,4,6,11,7,64,0,0,0,7,2,1,0,4,0,0,4,8,0,0,0,0,1,70,67,57,0,0,3,185,3,2,0,0,0,1,0,9,3,0,4,0,0,1,0,23,3.1,0,1,0,0,12,5,7,47,0,0,0,0,13,0.014492753623188406,0.032,0.022727272727272728,0.0180623973727422,0,0,0.04827586206896552,0.013333333333333334,0,0.016129032258064516,0.02247191011235955,0,0,0.09090909090909091,0.025,0,1,0,0,0,0,0,0,1,0,0.9999250173568726,5.98121368966531e-5,2.1201017261773814e-6,1.3083852536510676e-5,1.0330389795853989e-4,0,Jackson Hately,0,15845,16,Greater Western Sydney,2020,0
8,1,13,21,14,67,0,0,0,2,1,3,5,1,2,0,7,13,0,0,4,0,0,88,63,90,2,3,4,235,3,3,0,0,1,0,0,10,5,1,5,0,0,0,0,16,9.1,0,2,0,1,32,11,8,59,0,1,0,1,307,0.021917808219178082,0.006289308176100629,0.04529616724738676,0.032208588957055216,0,0,0.024390243902439025,0.0379746835443038,0.10638297872340426,0.030303030303030304,0.031476997578692496,0,0,0,0.022556390977443608,0,0,1,1,0,0,0,0,0,0,0.9363220930099487,0.05821126326918602,0.004782602656632662,6.84067141264677e-4,0.06982867000624537,0,Scott Pendlebury,0,15743,6,Collingwood,2020,0
4,5,5,9,8,89,0,0,0,2,2,0,1,0,1,0,5,5,0,0,5,0,0,74,46,76,0,1,3,129,1,5,0,0,0,0,0,3,3,0,3,0,0,1,0,6,6.9,0,2,0,3,33,4,5,34,0,0,0,0,1,0.011111111111111112,0.026041666666666668,0.020161290322580645,0.014802631578947368,0,0,0.023529411764705882,0,0.022222222222222223,0.02564102564102564,0.011933174224343675,0,0,0,0.008771929824561403,0,1,0,0,0,1,0,0,0,0,0.9995937943458557,3.7195306504145265e-4,2.662291626620572e-5,7.698120498389471e-6,4.482932590690325e-4,0,Andrew McPherson,0,15745,6,Adelaide,2020,0
10,2,5,15,8,53,0,1,0,3,1,1,3,3,1,0,6,9,0,1,3,0,0,76,60,76,0,3,3,258,3,4,0,0,0,0,0,7,4,1,5,0,0,0,0,11,8.1,0,1,1,1,26,15,7,57,0,0,0,1,246,0.02680965147453083,0.010869565217391304,0.024390243902439025,0.025951557093425604,0,0.05555555555555555,0.03260869565217391,0.012195121951219513,0.0625,0.0273972602739726,0.025139664804469275,0,0.047619047619047616,0,0.02459016393442623,0.030303030303030304,0,1,1,0,0,0,0,0,0,0.9967494010925293,0.0022486343514174223,7.913453155197203e-4,2.1064146130811423e-4,0.004463249366381206,0,Trent Cotchin,0,15849,17,Richmond,2020,0
17,4,10,27,20,74,0,0,0,5,0,5,1,0,1,0,3,20,0,0,0,0,2,82,104,108,0,1,8,475,1,3,3,0,0,1,0,5,10,0,2,0,0,0,0,13,19.4,0,2,0,0,52,9,7,51,0,0,0,0,130,0.04607046070460705,0.03278688524590164,0.04310344827586207,0.04492512479201331,0,0,0.05154639175257732,0.05319148936170213,0.015873015873015872,0.012244897959183673,0.058997050147492625,0,0,0.1111111111111111,0.008130081300813009,0,1,0,0,0,0,0,0,0,1,0.9272102117538452,0.05231025442481041,0.020041419193148613,4.3811756768263876e-4,0.09370744551415555,0,Lachie Hunter,0,15750,6,Western Bulldogs,2020,0
9,3,9,18,15,83,0,0,0,0,4,1,0,0,1,0,3,14,0,0,2,0,0,86,55,75,0,0,4,335,3,4,0,0,2,0,0,4,7,0,3,0,0,1,0,4,4.7,0,0,0,1,51,8,4,32,0,0,0,0,149,0.027607361963190184,0.0234375,0.030716723549488054,0.029079159935379646,0,0,0,0.01282051282051282,0,0.012195121951219513,0.03825136612021858,0,0,0,0.023255813953488372,0,1,0,0,0,1,0,0,0,0,0.9999356269836426,4.34948451584205e-5,1.843864993134048e-5,2.4827099878166337e-6,8.782027498455136e-5,0,Michael Hibberd,0,15770,9,Melbourne,2020,0
6,2,4,10,8,80,0,0,0,4,3,0,0,0,0,0,4,3,0,0,3,0,0,75,48,62,0,0,0,214,2,3,0,0,1,0,0,8,5,0,3,0,0,0,0,13,4.6,0,0,0,2,14,11,7,53,0,0,0,0,162,0.01639344262295082,0.01834862385321101,0.01568627450980392,0.01610305958132045,0,0,0.03361344537815126,0,0,0.015873015873015872,0.008955223880597015,0,0,0,0.015151515151515152,0,1,0,0,0,0,0,0,0,0,0.9999363422393799,2.985948412970174e-5,2.868649062293116e-5,5.076128672953928e-6,1.0246085139442584e-4,0,Jamie Macmillan,0,15747,6,North Melbourne,2020,0
11,1,7,18,12,67,0,0,0,1,2,4,2,2,1,0,7,8,0,0,0,0,0,90,55,77,0,2,3,316,4,4,0,0,2,0,0,4,9,0,6,0,0,0,0,5,9,0,0,0,0,5,9,8,57,0,0,0,1,107,0.03089887640449438,0.007246376811594203,0.03723404255319149,0.03308823529411765,0,0,0.008849557522123894,0.047619047619047616,0.031746031746031744,0.029045643153526972,0.027303754266211604,0,0,0,0.03389830508474576,0,0,1,0,0,1,0,0,0,0,0.9722430109977722,0.026157010346651077,7.018357864581048e-4,8.981878054328263e-4,0.030255245335865766,0,Sam Docherty,0,15846,16,Carlton,2020,0
11,3,4,15,5,33,0,3,0,5,1,4,1,4,1,2,9,7,0,2,3,0,0,91,68,79,0,1,5,436,3,1,5,0,0,1,0,5,5,2,7,0,0,0,0,15,3.4,0,1,4,2,5,8,11,74,0,0,0,0,157,0.030555555555555555,0.023622047244094488,0.018433179723502304,0.025996533795493933,0,0.21428571428571427,0.04132231404958678,0.04395604395604396,0.014705882352941176,0.03345724907063197,0.023178807947019868,0,0.16666666666666666,0,0.022388059701492536,0.08695652173913043,1,0,0,1,0,0,0,0,0,0.9994465708732605,3.8507647695951164e-4,1.651926286285743e-4,3.189678182025091e-6,7.250307687627355e-4,0,Toby Greene,0,15852,17,Greater Western Sydney,2020,0
8,3,5,13,10,77,0,0,0,1,3,0,0,1,1,1,6,6,0,0,4,0,0,95,45,82,0,0,2,190,2,6,0,0,5,0,0,2,5,0,5,0,0,1,0,3,9.6,0,1,0,4,35,8,10,68,0,0,0,0,34,0.02203856749311295,0.016853932584269662,0.02066115702479339,0.021487603305785124,0,0,0.013333333333333334,0,0,0.030612244897959183,0.014962593516209476,0,0,0,0.01834862385321101,0,0,1,0,0,0,0,0,0,0,0.9922139048576355,0.006819671951234341,7.402461487799883e-4,2.261452318634838e-4,0.008978599944384769,0,Callum Wilkie,0,15814,12,St Kilda,2020,0
14,1,6,20,10,50,0,1,0,5,3,6,5,4,1,0,9,11,0,0,2,0,0,90,79,98,1,4,2,397,6,2,0,0,2,1,0,4,7,0,6,0,0,0,0,16,6.4,0,0,1,2,7,6,9,60,0,0,0,0,58,0.03773584905660377,0.009615384615384616,0.02666666666666667,0.03355704697986577,0,0.09090909090909091,0.04807692307692308,0.058823529411764705,0.0847457627118644,0.03237410071942446,0.037800687285223365,0,0,0,0.039735099337748346,0.029411764705882353,0,1,0,0,0,1,0,0,0,0.9102417826652527,0.08620007336139679,0.003286313731223345,2.718223549891263e-4,0.09358816788881086,0,Ryan Clarke,0,15763,8,Sydney,2020,0
1,1,5,6,5,83,0,0,0,4,0,0,0,2,1,1,4,2,0,0,1,0,0,87,30,39,0,0,0,1,1,2,0,0,0,1,0,11,0,0,3,0,0,0,0,24,4.6,0,0,0,0,75,5,5,35,0,0,0,0,31,0.0027472527472527475,0.006944444444444444,0.01937984496124031,0.00964630225080386,0,0,0.03773584905660377,0,0,0.01556420233463035,0.00558659217877095,0,0,0,0.008403361344537815,0,1,0,0,0,0,1,0,0,0,0.9999740123748779,1.6144993423949927e-5,4.64871163785574e-6,5.1370348046475556e-6,4.0853521113604074e-5,0,Ben Keays,0,15653,2,Adelaide,2020,0
6,3,5,11,9,82,0,0,0,1,0,3,0,4,1,1,4,8,0,0,0,1,0,80,39,52,0,0,1,206,6,0,0,0,0,0,0,3,5,0,2,0,0,0,1,11,2.5,0,0,0,0,21,8,4,32,0,0,0,0,7,0.01812688821752266,0.018404907975460124,0.02336448598130841,0.02018348623853211,0,0,0.009523809523809525,0.03614457831325301,0,0.017543859649122806,0.025236593059936908,0,0,0,0.047244094488188976,0,1,0,0,1,0,0,0,0,0,0.9998599290847778,1.0600319365039468e-4,1.7669084627414122e-5,1.636016349948477e-5,1.9042185340367723e-4,0,Izak Rankine,0,15816,12,Gold Coast,2020,0
8,3,4,12,12,100,0,0,9,2,1,2,0,1,1,1,4,8,1,0,1,0,1,70,56,89,0,0,1,298,3,1,0,0,1,2,1,5,8,1,2,2,34.6,1,1,9,10.1,26,0,0,1,60,7,4,31,0,0,0,0,11,0.021798365122615803,0.018633540372670808,0.018518518518518517,0.02058319039451115,0,0,0.020202020202020204,0.023809523809523808,0,0.017167381974248927,0.022988505747126436,0.047619047619047616,0,0.07142857142857142,0.02631578947368421,0,1,0,0,1,0,0,0,0,0,0.9994940757751465,4.634580691345036e-4,3.746044239960611e-5,4.990140496374806e-6,5.533493754228402e-4,0,Peter Ladhams,0,15809,12,Port Adelaide,2020,0
7,5,2,9,7,78,2,2,0,0,0,0,0,2,1,1,2,7,1,4,0,0,0,88,52,68,0,0,5,215,1,0,0,0,0,0,0,3,5,0,0,0,0,0,2,6,3.1,0,0,4,0,9,12,6,48,0,0,0,0,3,0.020114942528735632,0.04,0.010362694300518135,0.0166358595194085,0.18181818181818182,0.11764705882352941,0,0,0,0.008583690987124463,0.02356902356902357,0.07692307692307693,0.25,0,0.007751937984496124,0.1,0,1,0,1,0,0,0,0,0,0.9934272766113281,0.005834668409079313,4.4759464799426496e-4,2.9054394690319896e-4,0.00760148954577744,0,Jake Riccardi,0,15838,15,Greater Western Sydney,2020,0
8,2,7,15,10,67,0,0,0,4,3,6,2,2,1,2,7,7,0,0,1,2,1,68,55,86,1,1,1,415,4,2,1,0,0,0,0,9,5,0,5,0,0,0,0,15,6.9,0,0,0,1,1,4,8,52,0,0,2,0,25,0.023668639053254437,0.012578616352201259,0.029787234042553193,0.02617801047120419,0,0,0.04040404040404041,0.07317073170731707,0.034482758620689655,0.030434782608695653,0.021021021021021023,0,0,0.09090909090909091,0.034482758620689655,0,1,0,1,0,0,0,0,0,0,0.9881811141967773,0.008379931561648846,0.002196171320974827,0.0012428306508809328,0.016500766156241298,0,Luke Davies-Uniacke,1,15810,12,North Melbourne,2020,0
12,5,13,25,19,76,0,1,0,2,3,2,0,1,1,0,4,19,0,1,2,0,0,82,87,93,0,0,5,203,4,4,0,0,0,2,0,4,9,0,3,0,0,0,1,10,2.3,0,0,1,2,44,9,4,33,0,0,0,0,152,0.03428571428571429,0.034722222222222224,0.04710144927536232,0.039936102236421724,0,0.09090909090909091,0.019801980198019802,0.02197802197802198,0,0.01606425702811245,0.05263157894736842,0,0.05263157894736842,0,0.028169014084507043,0.02857142857142857,1,0,0,0,0,1,0,0,0,0.9951658248901367,0.0027085149195045233,0.0020646394696086645,6.10788119956851e-5,0.007021030294708908,0,Tom Lynch,0,15860,18,Adelaide,2020,0
10,2,4,14,12,86,0,0,0,3,6,0,0,2,1,1,3,7,1,0,5,0,0,100,54,88,0,0,1,281,5,5,0,1,2,0,0,9,10,0,1,0,0,1,0,9,9.6,0,0,0,5,16,11,10,71,0,0,0,0,46,0.033003300330033,0.016666666666666666,0.012738853503184714,0.022690437601296597,0,0,0.03260869565217391,0,0,0.013636363636363636,0.017412935323383085,0.05,0,0,0.04854368932038835,0,1,0,0,0,0,0,0,0,0,0.9995487332344055,3.117157320957631e-4,1.230314956046641e-4,1.6541154764126986e-5,6.074021875974722e-4,0,Michael Hartley,0,15826,14,Hawthorn,2020,0
17,5,4,21,18,86,0,0,0,2,4,2,0,3,3,1,5,15,0,0,4,0,0,88,82,97,0,0,3,383,8,9,0,0,1,0,0,7,14,0,3,0,0,3,0,10,10.6,0,2,0,4,16,6,7,48,0,0,1,0,124,0.04657534246575343,0.033783783783783786,0.013377926421404682,0.03162650602409638,0,0,0.020618556701030927,0.02857142857142857,0,0.02040816326530612,0.03537735849056604,0,0,0,0.06299212598425197,0,0,1,0,0,0,0,0,0,0,0.8071187734603882,0.17756222188472748,0.013853778131306171,0.001465281704440713,0.20966562326066196,0,Nathan Wilson,0,15805,11,Fremantle,2020,0
10,1,8,18,9,50,0,0,0,3,0,1,6,5,0,0,8,7,0,0,1,0,0,83,61,59,4,2,2,185,5,0,0,0,0,0,0,6,4,2,7,0,0,0,0,16,6.7,0,1,0,0,48,5,6,41,0,0,0,0,159,0.026737967914438502,0.006211180124223602,0.0380952380952381,0.030821917808219176,0,0,0.03488372093023256,0.011904761904761904,0.10344827586206896,0.03418803418803419,0.020710059171597635,0,0,0,0.04950495049504951,0,1,0,1,0,0,0,0,0,0,0.9997413754463196,1.7311531701125205e-4,5.124013114254922e-5,3.4310829505557194e-5,3.7852806781302206e-4,0,Elliot Yeo,0,15703,4,West Coast,2020,0
12,5,16,28,23,82,0,0,0,5,1,5,3,4,1,1,9,19,0,0,1,0,1,81,101,127,0,3,2,342,5,2,0,0,0,0,0,15,7,2,8,0,0,0,1,24,15.1,0,1,0,0,1,6,8,54,0,1,3,0,84,0.033707865168539325,0.035211267605633804,0.06956521739130435,0.04778156996587031,0,0,0.054945054945054944,0.056818181818181816,0.05084745762711865,0.04,0.054441260744985676,0,0,0.09090909090909091,0.044642857142857144,0,0,1,1,0,0,0,0,0,0,0.04845966771245003,0.6553130149841309,0.1770530641078949,0.11917423456907272,1.3669418469071388,1,Clayton Oliver,0,15651,2,Melbourne,2020,1
6,2,3,9,8,89,2,0,0,2,0,2,0,1,1,1,5,4,0,0,0,0,0,91,48,79,0,0,5,155,0,2,2,0,0,3,0,1,5,3,4,0,0,0,1,9,13.1,0,2,2,0,24,12,10,72,0,0,0,0,53,0.016574585635359115,0.0125,0.011904761904761904,0.014657980456026058,0.11764705882352941,0,0.016,0.024096385542168676,0,0.0211864406779661,0.010810810810810811,0,0,0,0,0.046511627906976744,0,1,0,1,0,0,0,0,0,0.9983060359954834,0.0015865719178691506,8.050291216932237e-5,2.6867348424275406e-5,0.0018281797874806216,0,Brody Mihocek,0,15832,14,Collingwood,2020,0
8,1,4,12,8,67,0,0,9,1,2,5,3,3,2,0,9,3,1,0,1,0,1,100,50,100,0,3,2,318,6,3,0,0,1,3,1,6,6,3,6,5,25.7,1,0,13,9.2,35,0,0,1,12,1,10,61,0,0,0,0,98,0.0221606648199446,0.007692307692307693,0.013888888888888888,0.01848998459167951,0,0,0.010101010101010102,0.06493506493506493,0.04,0.03383458646616541,0.007874015748031496,0.058823529411764705,0,0.07142857142857142,0.045112781954887216,0,0,1,0,1,0,0,0,0,0,0.874113917350769,0.0908246785402298,0.03355009853839874,0.0015113670378923416,0.1624589767307043,0,Rory Lobb,0,15777,9,Fremantle,2020,0
4,0,6,10,6,60,1,1,0,1,0,3,2,4,0,3,4,5,0,0,0,0,0,78,26,36,0,2,2,113,2,0,0,0,0,2,0,5,2,1,3,0,0,0,0,13,5.4,0,1,2,0,29,10,10,70,0,0,0,0,60,0.011695906432748537,0,0.03125,0.018726591760299626,0.0625,0.09090909090909091,0.010101010101010102,0.033707865168539325,0.03125,0.016877637130801686,0.017241379310344827,0,0,0,0.015503875968992248,0.05405405405405406,0,1,1,0,0,0,0,0,0,0.999195396900177,3.0407734448090196e-4,5.558628254220821e-5,4.4492125744000077e-4,0.0017500136818853207,0,Sam Powell-Pepper,0,15700,3,Port Adelaide,2020,0
6,3,2,8,7,88,0,0,0,5,4,2,0,0,2,0,4,4,1,0,4,0,1,100,53,75,0,0,1,187,2,5,0,2,4,0,0,10,5,0,1,0,0,1,0,10,12.9,0,0,0,3,32,14,13,92,0,0,0,0,30,0.01675977653631285,0.026785714285714284,0.008888888888888889,0.0137221269296741,0,0,0.043859649122807015,0.02040816326530612,0,0.014705882352941176,0.013377926421404682,0.0625,0,0.125,0.014285714285714285,0,0,1,0,0,0,0,0,0,0,0.99985504150390625,1.3653187488671392e-4,4.229489604767878e-6,4.230009835737292e-6,1.5768088360346155e-4,0,Sam Collins,0,15754,7,Gold Coast,2020,0
3,2,3,6,4,67,0,0,0,1,0,1,0,0,0,0,2,3,0,0,0,0,0,81,25,28,0,0,4,86,0,0,1,0,0,0,0,2,1,1,2,0,0,0,0,9,4.8,0,0,0,0,34,5,13,83,0,0,0,0,38,0.008522727272727272,0.011235955056179775,0.011904761904761904,0.009933774834437087,0,0,0.01,0.015625,0,0.009569377990430622,0.007712082262210797,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.9999668598175049,1.5052673006721307e-5,7.432294296449982e-6,1.068263009074144e-5,6.196515187184559e-5,0,Brent Daniels,0,15741,5,Greater Western Sydney,2020,0
9,3,9,18,15,83,0,0,0,2,1,1,2,3,0,0,5,13,0,0,0,0,0,88,62,75,1,1,0,226,5,4,0,1,1,0,0,8,8,0,5,0,0,1,0,9,7.4,0,0,0,0,30,2,5,32,0,0,0,0,89,0.024725274725274724,0.01675977653631285,0.03765690376569038,0.029850746268656716,0,0,0.02197802197802198,0.014925373134328358,0.0392156862745098,0.02127659574468085,0.034574468085106384,0,0,0,0.04310344827586207,0,1,0,0,0,0,0,0,0,0,0.9994217157363892,4.3084315257146955e-4,1.1080252443207428e-4,3.66347812814638e-5,7.623525452800095e-4,0,James Aish,0,15758,7,Fremantle,2020,0
15,12,1,16,13,81,0,0,0,1,4,4,0,1,2,0,6,12,1,0,7,0,0,95,89,106,0,0,3,328,2,8,0,0,4,0,0,3,13,1,2,0,0,3,0,8,10.5,0,2,0,5,5,9,8,57,0,1,0,0,91,0.042134831460674156,0.08695652173913043,0.005319148936170213,0.029411764705882353,0,0,0.008849557522123894,0.047619047619047616,0,0.024896265560165973,0.040955631399317405,0.05555555555555555,0,0,0.01694915254237288,0,0,1,0,0,1,0,0,0,0,0.547862708568573,0.3972739577293396,0.04153759405016899,0.013325756415724754,0.5203264150768518,0,Jacob Weitering,0,15846,16,Carlton,2020,0
3,2,6,9,8,89,0,0,0,2,0,1,0,1,1,1,4,6,0,0,2,0,1,83,33,51,0,0,1,98,2,4,0,1,1,0,0,7,2,0,2,0,0,1,0,11,9.3,0,1,0,1,12,5,7,47,0,0,0,0,91,0.008695652173913044,0.016,0.022727272727272728,0.014778325123152709,0,0,0.013793103448275862,0.013333333333333334,0,0.016129032258064516,0.016853932584269662,0,0,0.09090909090909091,0.016666666666666666,0,1,0,0,1,0,0,0,0,0,0.9998844861984253,4.502815136220306e-5,2.7847570891026407e-5,4.260431887814775e-5,2.2853624977869913e-4,0,Sam J. Reid,0,15845,16,Greater Western Sydney,2020,0
11,7,6,17,15,88,0,0,0,1,2,1,0,0,1,0,4,12,0,0,4,0,0,94,71,89,0,0,0,223,2,6,0,2,5,0,0,6,9,0,2,0,0,1,0,6,7.6,0,0,0,3,15,3,10,63,0,0,0,0,183,0.03273809523809524,0.05555555555555555,0.023622047244094488,0.0288135593220339,0,0,0.008695652173913044,0.013157894736842105,0,0.01652892561983471,0.034383954154727794,0,0,0,0.017094017094017096,0,0,1,0,0,1,0,0,0,0,0.9987094402313232,0.001005459576845169,1.0178420052397996e-4,1.8325838027521968e-4,0.001758803118718788,0,Michael Hurley,0,15720,5,Essendon,2020,0
