Feature,Gain,Cover,Frequency,na_prop,zero_prop
ground_ball_gets,0.0037818994653948087,0.012392189853839419,0.011401743796109993,0,0.05162159129166199
disposal_efficiency_percentage,0.0036833193369213745,0.012351608316886049,0.017661524703778225,0,0.003927729772191673
effective_kicks,0.0036291473358965663,0.0098703119943849265,0.010731052984574111,0,0.020760857367298845
kicks,0.003533047421421699,0.0063525985063877105,0.0628213726805276,0,0.00662103018740882
disposals,0.003527036640917931,0.005165323888304083,0.01341381623071764,0,0.0019077544607788127
marks,0.0032553865773352906,0.0027117288758102633,0.023474178403755867,0,0.04522500280552127
team_behinds,0.0030785311321732283,0.007966685028341792,0.011401743796109993,0,0
goal_assists_prop,0.003006647605777957,0.012538636269801584,0.010507489380728817,0,0.7166423521490293
handballs,0.0028015366237036576,0.011497808067680124,0.019450033534540577,0,0.019301986309056222
rebounds,0.0027916352060178263,0.005274364713683141,0.010283925776883524,0,0.37223656155313656
one_percenters,0.0027744556339936582,0.007026252019813671,0.010507489380728817,0,0.24127482886320278
clangers,0.0027616917905080147,0.009585711911316285,0.009836798569192935,0,0.11143530467960946
player_position_final_C,0.00262076757620241,0.0038905343035731867,0.002012072434607646,0,0.8276287734261025
def_half_pressure_acts,0.002610305325607631,0.006238617319988242,0.011625307399955287,0,0.04713275726630008
uncontested_possessions,0.002447766996358182,0.005944312956343794,0.009613234965347642,0,0.006733251038042868
tackles,0.0024374994155412283,0.006601910296453421,0.012072434607645875,0,0.1406127258444619
intercept_marks,0.002167013892223433,0.02303108086982819,0.007377598926894702,0,0.6087981146897093
stoppage_clearances,0.0021219501708011736,0.005204670335002352,0.00558909009613235,0,0.5147570418583773
behinds_prop,0.002085122858208692,0.013888237035698695,0.009166107757657053,0,0.7246100325440467
score_involvements,0.002034629762377293,0.015837033016785584,0.011625307399955287,0,0.05644708786892605
score_launches,0.001953030501202689,0.01502804889969338,0.008495416946121171,0,0.429581416227135
team_goals,0.0019416570435342039,7.91163529125722e-4,0.006259780907668232,0,0
contested_possessions,0.0018108449166123405,0.005785162754900573,0.007377598926894702,0,0.016720906744473123
free_kicks_for,0.0017830065225719852,0.0062552028176996195,0.008495416946121171,0,0.4472000897766805
contest_off_one_on_ones,0.0017699102785406554,0.007358314856971256,0.005141962888441762,0,0.6680507238244866
shots_at_goal,0.0015772110995990862,0.0035090678562114982,0.003577017661524704,0,0.49803613511390415
free_kicks_against,0.0015013505530105833,0.0013891236540603945,0.00558909009613235,0,0.4513522612501403
contested_marks_prop,0.0014768574550161001,0.010134268426046854,0.006483344511513525,0,0.6695095948827292
f50_ground_ball_gets,0.0013990582719586356,0.003842012900694156,0.0053655264922870555,0,0.5994837840870834
inside_fifties,0.001368699800953374,0.0036909790066416096,0.007154035323049408,0,0.17966558186511053
spoils,0.0013672500617208266,0.0010418868509115495,0.004024144869215292,0,0.4399057344854674
aa_team,0.0013511863093140434,0.005026640896802563,0.002012072434607646,0,0.9471439793513635
bounces,0.0013342597560670954,0.01770925340205611,0.006483344511513525,0,0.8487262933453036
centre_clearances,0.0012361025218545255,0.009918833397263958,0.0053655264922870555,0,0.7306699584782853
clearances,0.0010629183470372073,0.005833860599244619,0.006483344511513525,0,0.45931994164515766
contest_off_wins,0.0010208751347654083,0.007149408162393902,0.0038005812653699976,0,0.8540006733251038
aa_squad,8.713250363107138e-4,0.004414918337596747,0.0024591996422982337,0,0.9047244978116934
tackles_inside_fifty,6.672360912106996e-4,0.00857805470461758,0.005141962888441762,0,0.7032880709235776
player_position_final_HF,6.292768715667386e-4,2.754251268878796e-4,0.0011178180192264698,0,0.8288632027830771
goal_assists,6.076808657209464e-4,6.916505428574554e-5,0.0022356360384529397,0,0.7166423521490293
behinds,5.662988918421226e-4,0.0031343061845203668,0.005141962888441762,0,0.7246100325440467
marks_inside_fifty,5.458252919926157e-4,0.0034801314559490945,0.0024591996422982337,0,0.7001458871058243
marks_on_lead,5.26445411787845e-4,0.006159218660731647,0.002906326849988822,0,0.7610818090001122
player_position_final_HB,3.842926520159026e-4,3.4194355919840523e-4,8.94254415381176e-4,0,0.8359331163730221
captain,3.8303210866948075e-4,0.00530083093343534,0.001564945226917058,0,0.9627426775894962
player_position_final_RK,3.4832372206072896e-4,1.628554722085284e-4,6.706908115358819e-4,0,0.9526428010324318
player_position_final_W,3.152413592148607e-4,3.8464239373195224e-4,0.001788508830762352,0,0.8827292110874201
contested_marks,1.555247443571636e-4,0.0023067957136016256,6.706908115358819e-4,0,0.6695095948827292
player_position_final_F,1.0808318283262862e-4,0.0016299662538054012,0.0011178180192264698,0,0.8324542700033666
contest_def_losses,8.76626053498006e-5,1.3303686462105138e-4,0.0011178180192264698,0,0.8480529682414992
